loc_rowid,pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,sy_dist
371,HATS-22 b,HATS-22,1,1,4.72281240,0.050250,10.682,870.85420,3.890000,0.079000,,858,K V,4803.00,0.69,0.76,0.000,[Fe/H],229.5180000
372,HATS-23 b,HATS-23,1,1,2.16051560,0.033970,20.849,467.21010,0.290000,0.114000,,1654,G V,5780.00,1.20,1.12,0.280,[Fe/H],639.0040000
373,HATS-24 b,HATS-24,1,1,1.34849780,0.023800,15.637,718.29580,1.030000,0.000000,,2166,F V,6125.00,1.12,1.07,-0.229,[Fe/H],494.1820000
374,HATS-25 b,HATS-25,1,1,4.29864320,0.051630,14.123,194.82979,0.380000,0.176000,,1277,G,5715.00,1.11,0.99,0.020,[Fe/H],471.1580000
375,HATS-26 b,HATS-26,1,1,3.30238810,0.047350,19.616,206.58950,0.153000,0.245000,,1918,F,6071.00,2.04,1.30,-0.020,[Fe/H],861.8430000
376,HATS-27 b,HATS-27,1,1,4.63703800,0.061100,16.814,168.44990,0.180000,0.581000,,1659,F,6438.00,1.74,1.42,0.090,[Fe/H],816.9880000
377,HATS-28 b,HATS-28,1,1,3.18107810,0.041310,13.384,213.58176,0.480000,0.202000,,1253,G,5498.00,0.92,0.93,0.010,[Fe/H],535.3830000
378,HATS-29 b,HATS-29,1,1,4.60587490,0.054750,14.022,207.54299,0.411000,0.158000,,1212,G,5670.00,1.07,1.03,0.160,[Fe/H],353.8910000
379,HATS-3 b,HATS-3,1,1,3.54785100,0.048500,15.480,340.38200,0.510000,0.000000,,1648,F,6351.00,1.40,1.21,-0.157,[Fe/H],411.2110000
380,HATS-30 b,HATS-30,2,1,3.17435160,0.043540,13.171,224.38798,0.543000,0.096000,,1414,G,5943.00,1.06,1.09,0.060,[Fe/H],342.1400000
381,HATS-31 b,HATS-31,1,1,3.37796000,0.047800,18.383,279.69040,0.243000,0.233000,,1823,,6050.00,1.87,1.27,0.000,[Fe/H],773.9740000
382,HATS-32 b,HATS-32,1,1,2.81265480,0.040240,14.000,292.40360,0.580000,0.471000,,1437,,5700.00,1.10,1.10,0.390,[Fe/H],745.1160000
383,HATS-33 b,HATS-33,1,1,2.54955510,0.037270,13.787,378.85336,0.790000,0.080000,,1429,,5659.00,1.02,1.06,0.290,[Fe/H],248.4600000
384,HATS-34 b,HATS-34,1,1,2.10616070,0.031660,16.029,299.07803,0.400000,0.108000,,1445,,5380.00,0.98,0.95,0.250,[Fe/H],508.8420000
385,HATS-35 b,HATS-35,1,1,1.82099930,0.031990,16.410,388.38826,0.484000,0.306000,,2037,,6300.00,1.43,1.32,0.210,[Fe/H],514.5550000
386,HATS-36 b,HATS-36,1,1,4.17518600,0.052300,12.920,1022.14128,2.120000,0.105000,561.00,1203,G0 V,5950.00,1.10,1.10,0.150,[Fe/H],856.4360000
387,HATS-37 A b,HATS-37 A,2,1,4.33153660,0.049130,6.793,31.46517,0.550000,0.000000,229.70,1085,,5326.00,0.88,0.84,0.051,[Fe/H],211.8960000
388,HATS-38 b,HATS-38,1,1,4.37502100,0.050360,6.882,23.51942,0.403000,0.000000,464.70,1294,,5732.00,1.10,0.89,-0.102,[Fe/H],343.5250000
389,HATS-39 b,HATS-39,1,1,4.57763480,0.060070,17.598,200.23290,0.202000,0.275000,,1645,,6572.00,1.62,1.38,0.000,[Fe/H],878.5210000
390,HATS-4 b,HATS-4,1,1,2.51672900,0.036200,11.433,420.47100,1.550000,0.013000,,1315,G,5403.00,0.93,1.00,0.430,[Fe/H],416.4590000
391,HATS-40 b,HATS-40,1,1,3.26427360,0.049970,17.710,505.34970,0.490000,0.312000,,2101,,6460.00,2.26,1.56,0.010,[Fe/H],1342.2900000
392,HATS-41 b,HATS-41,1,1,4.19364900,0.058300,14.908,3082.95100,5.100000,0.380000,,1710,,6424.00,1.71,1.50,0.470,[Fe/H],737.6680000
393,HATS-42 b,HATS-42,1,1,2.29210200,0.036890,15.693,597.52040,0.830000,0.229000,,1856,,6060.00,1.48,1.27,0.220,[Fe/H],800.3770000
394,HATS-43 b,HATS-43,1,1,4.38884970,0.049440,13.227,82.95363,0.191000,0.173000,,1003,,5099.00,0.81,0.84,0.050,[Fe/H],362.2730000
395,HATS-44 b,HATS-44,1,1,2.74390040,0.036490,11.960,177.98480,0.560000,0.279000,,1161,,5080.00,0.85,0.86,0.320,[Fe/H],446.0350000
396,HATS-45 b,HATS-45,1,1,4.18762440,0.055110,14.415,222.48100,0.410000,0.240000,,1518,,6450.00,1.31,1.27,0.020,[Fe/H],772.1100000
397,HATS-46 b,HATS-46,1,1,4.74237290,0.053670,10.122,54.98459,0.280000,0.559000,,1054,,5495.00,0.85,0.92,-0.060,[Fe/H],453.8080000
398,HATS-47 b,HATS-47,1,1,3.92280380,0.042690,12.520,117.27927,0.331000,0.088000,87.73,853,,4512.00,0.66,0.67,-0.113,[Fe/H],300.6700000
399,HATS-48 A b,HATS-48 A,2,1,3.13166660,0.037690,8.967,77.23269,0.589000,0.162000,137.60,955,,4546.00,0.72,0.73,0.186,[Fe/H],263.6090000
400,HATS-49 b,HATS-49,1,1,4.14804670,0.045150,8.575,112.19399,0.986000,0.071000,80.45,835,,4405.00,0.70,0.71,0.208,[Fe/H],324.4130000
401,HATS-5 b,HATS-5,1,1,4.76338700,0.054200,10.223,75.32300,0.390000,0.019000,,1025,G,5304.00,0.87,0.94,0.190,[Fe/H],246.3840000
402,HATS-50 b,HATS-50,1,1,3.82970150,0.050460,12.666,123.95370,0.330000,0.516000,,,,5990.00,1.12,1.17,,,756.7420000
403,HATS-51 b,HATS-51,1,1,3.34887020,0.046390,15.805,244.09344,0.340000,0.330000,,1553,,5758.00,1.44,1.19,,,389.5700000
404,HATS-52 b,HATS-52,1,1,1.36665436,0.024980,15.491,711.93920,1.060000,0.246000,,1834,,6010.00,1.05,1.11,-0.284,[M/H],555.1340000
405,HATS-53 b,HATS-53,1,1,3.85377680,0.047530,15.020,189.10885,0.303000,0.330000,,1312,,5644.00,1.10,0.96,,,585.7700000
406,HATS-54 b,HATS-54,1,1,2.54418280,0.037630,11.960,241.55080,0.770000,0.126000,,1625,,5702.00,1.32,1.10,0.396,[Fe/H],748.5850000
407,HATS-55 b,HATS-55,1,1,4.20420010,0.054120,14.022,292.72143,0.587000,0.092000,,1367,,6214.00,1.13,1.20,0.108,[Fe/H],609.8380000
408,HATS-56 b,HATS-56,1,1,4.32479900,0.060430,18.921,191.33366,0.155000,0.019000,,1902,,6536.00,2.20,1.57,0.190,[Fe/H],564.4090000
409,HATS-57 b,HATS-57,1,1,2.35062100,0.034930,12.767,1000.21101,2.650000,0.028000,,1413,,5587.00,0.96,1.03,0.268,[Fe/H],279.4850000
410,HATS-58 A b,HATS-58 A,2,1,4.21808960,0.057980,12.274,327.36490,0.960000,0.168000,,1721,,7175.00,1.43,1.46,,,403.5910000
411,HATS-59 b,HATS-59,1,2,5.41608100,0.061120,12.621,256.17098,0.700000,0.129000,269.00,1128,,5670.00,1.04,1.04,0.180,[Fe/H],642.8840000
412,HATS-59 c,HATS-59,1,2,1422.00000000,2.504000,12.300,4036.44100,11.900000,0.083000,0.16,176,,5670.00,1.04,1.04,0.180,[Fe/H],642.8840000
413,HATS-6 b,HATS-6,1,1,3.32527250,0.036230,11.187,101.38777,0.399000,0.000000,,713,M1 V,3724.00,0.57,0.57,0.200,[Fe/H],169.3180000
414,HATS-60 b,HATS-60,1,1,3.56082900,0.047080,12.924,210.40346,0.537000,0.191000,903.90,1528,,5688.00,1.46,1.10,0.335,[Fe/H],486.4740000
415,HATS-61 b,HATS-61,1,1,7.81795300,0.079080,13.395,1080.62200,2.470000,0.092000,374.20,1226,,5542.00,1.66,1.08,0.247,[Fe/H],679.7610000
416,HATS-62 b,HATS-62,1,1,3.27688370,0.041630,11.825,56.89157,0.076000,0.298000,387.40,1237,,5416.00,0.93,0.90,0.133,[Fe/H],523.0670000
417,HATS-63 b,HATS-63,1,1,3.05665270,0.040260,13.529,305.11680,0.670000,0.136000,634.10,1398,,5627.00,1.07,0.93,0.081,[Fe/H],623.2320000
418,HATS-64 b,HATS-64,1,1,4.90889700,0.065620,18.820,305.11680,0.245000,0.151000,1711.00,1793,,6554.00,2.11,1.56,0.220,[Fe/H],1080.1500000
419,HATS-65 b,HATS-65,2,1,3.10516100,0.044970,16.825,260.93843,0.300000,0.062000,1178.00,1634,,6277.00,1.31,1.26,0.199,[Fe/H],493.3200000
420,HATS-66 b,HATS-66,1,1,3.14143910,0.047140,15.816,1694.03390,2.340000,0.064000,2637.00,1998,,6626.00,1.84,1.41,-0.017,[Fe/H],1477.9800000
421,HATS-67 b,HATS-67,1,1,1.60917880,0.030320,18.887,460.85350,0.374000,0.057000,3821.00,2193,,6594.00,1.44,1.44,0.332,[Fe/H],960.1090000
422,HATS-68 b,HATS-68,1,1,3.58622020,0.050710,13.809,410.00070,0.856000,0.036000,1521.00,1741,,6147.00,1.75,1.35,0.210,[Fe/H],603.9550000
423,HATS-69 b,HATS-69,1,1,2.22525770,0.032110,10.593,183.38791,0.460000,0.519000,466.60,1296,,5137.00,0.88,0.89,0.377,[Fe/H],414.5370000
424,HATS-7 b,HATS-7,1,1,3.18531500,0.040120,6.311,38.13960,0.830000,0.170000,,1084,K2,4985.00,0.81,0.85,0.250,[Fe/H],240.7070000
425,HATS-70 b,HATS-70,1,1,1.88823780,0.036320,15.513,4100.00700,6.640000,0.180000,9110.00,2730,,7930.00,1.88,1.78,0.041,[Fe/H],1458.8300000
426,HATS-71 b,HATS-71,1,1,3.79552020,0.037450,11.478,117.59710,0.420000,0.000000,18.08,587,M3 V,3405.00,0.48,0.49,0.170,[Fe/H],140.2250000
427,HATS-72 b,HATS-72,1,1,7.32794740,0.066517,8.097,39.85588,0.411000,0.013000,49.58,739,,4656.10,0.72,0.73,0.099,[Fe/H],127.5890000
428,HATS-74 A b,HATS-74 A,2,1,1.73185606,0.023840,11.568,464.02947,1.640000,0.044000,106.90,895,,3776.90,0.58,0.60,0.514,[Fe/H],299.3890000
429,HATS-75 b,HATS-75,1,1,2.78865560,0.032742,9.909,156.05375,0.878000,0.064000,59.26,772,,3790.40,0.58,0.60,0.522,[Fe/H],194.9640000
430,HATS-76 b,HATS-76,1,1,1.94164230,0.026580,12.094,835.57088,2.580000,0.062000,129.80,940,,4016.00,0.63,0.66,0.322,[Fe/H],385.6890000
431,HATS-77 b,HATS-77,1,1,3.08762620,0.036070,13.058,436.69623,1.077000,0.045000,78.37,828,,4071.00,0.64,0.66,0.253,[Fe/H],436.1760000
432,HATS-8 b,HATS-8,1,1,3.58389300,0.046670,9.785,43.86054,0.259000,0.376000,,1324,,5679.00,1.09,1.06,0.210,[Fe/H],794.6370000
433,HATS-9 b,HATS-9,1,1,1.91529100,0.031200,13.850,266.02371,0.626000,0.075000,,1746,,5599.00,1.56,1.10,0.380,[Fe/H],638.7000000
434,HD 100546 b,HD 100546,1,1,,53.000000,77.342,239000.00000,2.840000,,,,B9 Vne,10500.00,1.85,2.40,,,109.6770000
435,HD 100655 b,HD 100655,2,1,157.57001000,0.680000,13.500,511.70630,1.140000,0.090000,,,G9 III,4891.00,10.06,2.28,0.070,[Fe/H],137.1780000
436,HD 100777 b,HD 100777,1,1,383.70001000,1.030000,13.800,327.36490,0.684000,0.360000,,,G8 V,5533.00,1.04,0.83,0.250,[Fe/H],49.5336000
437,HD 10180 c,HD 10180,1,6,5.75969000,0.064120,3.680,13.10000,1.440000,0.073000,,,G1 V,5911.00,1.11,1.06,0.080,[Fe/H],38.9607000
438,HD 10180 d,HD 10180,1,6,16.35700000,0.128590,3.450,11.75000,1.570000,0.131000,,,G1 V,5911.00,1.11,1.06,0.080,[Fe/H],38.9607000
439,HD 10180 e,HD 10180,1,6,49.74800000,0.269900,5.390,25.10000,0.881000,0.051000,,,G1 V,5911.00,1.11,1.06,0.080,[Fe/H],38.9607000
440,HD 10180 f,HD 10180,1,6,122.74400000,0.492900,5.240,23.90000,0.913000,0.119000,,,G1 V,5911.00,1.11,1.06,0.080,[Fe/H],38.9607000
441,HD 10180 g,HD 10180,1,6,604.67000000,1.427000,4.910,21.40000,0.993000,0.263000,,,G1 V,5911.00,1.11,1.06,0.080,[Fe/H],38.9607000
442,HD 10180 h,HD 10180,1,6,2205.00000000,3.381000,9.400,64.40000,0.426000,0.095000,,,G1 V,5911.00,1.11,1.06,0.080,[Fe/H],38.9607000
443,HD 101930 b,HD 101930,2,1,70.46000000,0.300000,10.600,79.45750,0.367000,0.110000,,,K1 V,5108.00,0.86,0.57,0.150,[Fe/H],30.0274000
444,HD 102117 b,HD 102117,1,1,20.81330000,0.150000,8.470,54.03110,0.489000,0.120000,,,G6 V,5655.00,1.23,1.06,0.280,[Fe/H],39.5792000
445,HD 102195 b,HD 102195,1,1,4.11377000,0.050000,14.200,130.31030,0.250000,0.000000,,,K0 V,5301.00,0.82,0.76,0.040,[Fe/H],29.3386000
446,HD 102272 b,HD 102272,1,1,127.58000000,0.510000,12.900,1570.08020,4.020000,0.050000,,,K0,4790.00,10.30,1.45,-0.410,[Fe/H],347.0970000
447,HD 102329 b,HD 102329,1,2,778.09998000,1.810000,12.600,2593.49280,7.120000,0.210000,,,K0 III,4745.00,9.82,3.21,0.050,[Fe/H],217.1070000
448,HD 102329 c,HD 102329,1,2,1123.00000000,,13.500,483.10160,1.080000,0.209000,,,K0 III,4830.00,6.30,1.30,0.300,[Fe/H],217.1070000
449,HD 102365 b,HD 102365,2,1,122.10000000,0.460000,4.140,16.00000,1.240000,0.340000,,,G3/5V,5630.00,0.95,0.85,-0.260,[Fe/H],9.2894000
450,HD 102843 b,HD 102843,1,1,3090.94200000,4.074000,13.100,113.90000,0.278000,0.110000,,,K0 V,5436.00,0.96,0.95,0.160,[M/H],62.7580000
451,HD 102956 b,HD 102956,2,1,6.49470000,0.080700,13.800,305.11680,0.638000,0.037000,,,G5,4985.00,4.55,1.66,0.190,[Fe/H],121.8900000
452,HD 103197 b,HD 103197,1,1,47.84000000,0.250000,5.830,28.60470,0.793000,0.000000,,,K1 V(P),5250.00,0.88,0.80,0.220,[Fe/H],57.1463000
453,HD 103720 b,HD 103720,1,1,4.55570000,0.049800,14.100,197.04600,0.386000,0.086000,,,K3 V,5017.00,0.73,0.79,-0.020,[Fe/H],45.5352000
454,HD 103774 b,HD 103774,2,1,5.88810000,0.070000,13.300,116.00000,0.271000,0.090000,,,F5 V,6489.00,1.58,1.33,0.280,[Fe/H],56.4089000
455,HD 103949 b,HD 103949,1,1,120.87800000,0.439000,3.350,11.20000,1.640000,0.190000,,,K3 V,4792.00,0.75,0.77,-0.070,[M/H],26.4997000
456,HD 104067 b,HD 104067,1,1,55.80600000,0.260000,8.180,50.85280,0.511000,0.000000,,,K2 V,4937.00,0.74,0.62,0.000,[Fe/H],20.3632000
457,HD 10442 b,HD 10442,1,1,1032.30000000,2.010000,13.600,472.61321,1.030000,0.132000,,,K0 IV,4912.00,1.97,1.01,0.110,[Fe/H],135.3740000
458,HD 104985 b,HD 104985,1,1,199.50500000,0.950000,12.600,2637.90000,7.250000,0.090000,,,G9 III,4877.00,11.00,2.30,-0.150,[Fe/H],100.5760000
459,HD 106252 b,HD 106252,1,1,1531.00000000,2.610000,12.700,2202.56190,5.910000,0.480000,,,G0,5874.00,1.10,1.01,-0.060,[Fe/H],38.1850000
460,HD 106270 b,HD 106270,1,1,1888.00000000,3.340000,12.500,3219.61790,9.060000,0.185000,,,G5 IV,5509.00,2.66,1.39,0.080,[Fe/H],93.8080000
461,HD 106315 b,HD 106315,1,2,9.55237000,0.090700,2.440,12.60000,4.700000,0.093000,240.00,1153,F5 V,6327.00,1.30,1.09,-0.311,[Fe/H],109.3530000
462,HD 106315 c,HD 106315,1,2,21.05704000,0.153600,4.350,15.20000,1.010000,0.220000,83.00,886,F5 V,6327.00,1.30,1.09,-0.311,[Fe/H],109.3530000
463,HD 10647 b,HD 10647,1,1,989.20000000,2.015000,13.800,298.75000,0.625000,0.150000,,,F9 V,6218.00,1.10,1.11,0.000,[Fe/H],17.3357000
464,HD 106515 A b,HD 106515 A,2,1,3630.00000000,4.590000,12.500,3054.22000,8.590000,0.572000,,,G5,5362.00,1.62,0.97,0.030,[Fe/H],34.0915000
465,HD 106906 b,HD 106906,1,1,,650.000000,12.400,3496.00000,10.100000,,,1800,F5 V,6516.00,2.12,1.50,0.040,[Fe/H],103.0290000
466,HD 10697 b,HD 10697,1,1,1075.69000000,2.140000,12.700,2028.70889,5.440000,0.104300,,,G5 IV,5600.00,1.79,1.13,0.170,[Fe/H],33.1205000
467,HD 107148 b,HD 107148,2,2,48.05600000,0.269000,9.600,66.74100,0.415000,0.050000,,,G5 V,5797.00,1.17,1.12,0.314,[Fe/H],49.4156000
468,HD 107148 c,HD 107148,2,2,18.32670000,0.140700,4.700,19.89606,1.050000,0.340000,,,G5 V,5752.92,1.17,1.11,0.296,[Fe/H],49.4156000
469,HD 108147 b,HD 108147,1,1,10.89850000,0.102000,10.900,82.95000,0.352000,0.530000,,890,F8 V CH+0.4,6255.73,1.21,1.22,0.180,[M/H],38.9200000
470,HD 108236 b,HD 108236,1,5,3.79596300,0.045270,1.615,3.24000,4.230000,0.045000,,1099,G3 V,5660.00,0.88,0.87,-0.280,[Fe/H],64.5978000
471,HD 108236 c,HD 108236,1,5,6.20344900,0.062000,2.071,4.94000,3.060000,0.034000,81.40,932,G3 V,5660.00,0.88,0.87,-0.280,[Fe/H],64.5978000
472,HD 108236 d,HD 108236,1,5,14.17568500,0.107400,2.539,6.98000,2.340000,0.055000,68.16,708,G3 V,5660.00,0.88,0.87,-0.280,[Fe/H],64.5978000
473,HD 108236 e,HD 108236,1,5,19.59002500,0.136700,3.083,9.71000,1.820000,0.058000,58.72,636,G3 V,5660.00,0.88,0.87,-0.280,[Fe/H],64.5978000
474,HD 108236 f,HD 108236,1,5,29.54115000,0.175800,2.017,4.72000,3.160000,0.051000,,,G3 V,5660.00,0.88,0.87,-0.280,[Fe/H],64.5978000
475,HD 108341 b,HD 108341,2,1,1129.00000000,2.000000,13.100,1112.40000,2.720000,0.850000,,,K2 V,5122.00,0.79,0.84,0.040,[Fe/H],48.9102000
476,HD 108863 b,HD 108863,1,1,437.70000000,1.320000,13.300,767.24162,1.790000,0.032000,,,K0,4878.00,5.74,1.59,0.200,[Fe/H],164.7420000
477,HD 108874 b,HD 108874,1,2,394.48123000,1.040000,13.600,451.31860,0.986000,0.130000,,,G5,5600.00,1.05,1.10,0.260,[Fe/H],59.5175000
478,HD 108874 c,HD 108874,1,2,1624.00000000,2.659000,13.800,314.64000,0.658000,0.239000,,,G5,5551.00,1.09,0.95,0.190,[Fe/H],59.5175000
479,HD 109246 b,HD 109246,1,1,68.27000000,0.330000,13.900,273.33380,0.559000,0.120000,,,G0 V,5844.00,1.07,1.20,0.100,[Fe/H],67.8349000
480,HD 109271 b,HD 109271,1,2,7.85430000,0.079000,4.310,17.16200,1.180000,0.250000,,,G5 V,5783.00,1.29,1.05,0.100,[Fe/H],55.8716000
481,HD 109271 c,HD 109271,1,2,30.93000000,0.196000,5.270,24.15400,0.907000,0.150000,,,G5 V,5783.00,1.29,1.05,0.100,[Fe/H],55.8716000
482,HD 109286 b,HD 109286,1,1,520.10000000,1.259000,13.200,950.30694,2.270000,0.338000,0.71,259,G4 V,5694.00,1.09,0.98,0.050,[Fe/H],55.4156000
483,HD 109749 b,HD 109749,2,1,5.23989100,0.061500,11.100,85.81410,0.345000,0.000000,,,G3 V,5824.00,1.22,1.13,0.240,[Fe/H],63.0821000
484,HD 10975 b,HD 10975,1,1,283.80000000,0.950000,14.300,143.02278,0.269000,0.442000,,,K0 III,4840.00,11.16,1.41,-0.210,[Fe/H],116.5060000
485,HD 110014 b,HD 110014,1,1,835.47700000,2.140000,12.400,3524.59000,10.200000,0.462000,,,K2 III,4445.00,20.90,2.17,0.190,[Fe/H],100.7580000
486,HD 110082 b,HD 110082,2,1,10.18271000,0.113000,3.200,10.30000,1.730000,0.200000,196.70,955,F8 V,6200.00,1.19,1.21,0.080,[Fe/H],105.0960000
487,HD 110113 b,HD 110113,1,2,2.54100000,0.035000,2.050,4.55000,2.900000,0.093000,735.49,1371,G,5732.00,0.97,1.00,0.140,[Fe/H],106.3070000
488,HD 110113 c,HD 110113,1,2,6.74400000,0.068000,3.230,10.50000,1.710000,0.045000,199.90,990,G,5732.00,0.97,1.00,0.140,[Fe/H],106.3070000
489,HD 111232 b,HD 111232,1,1,1143.00000000,1.970000,12.700,2269.30620,6.090000,0.200000,,,G5 V,5512.00,0.90,0.84,-0.430,[Fe/H],28.9571000
490,HD 111591 b,HD 111591,1,1,1056.40000000,2.500000,12.900,1398.45200,3.580000,0.260000,,,K0 III,4884.00,8.03,1.94,0.070,[Fe/H],114.1660000
491,HD 111998 b,HD 111998,1,1,825.90000000,1.820000,12.900,1433.41330,3.670000,0.030000,,,F5 V,6557.00,1.45,1.18,0.070,[Fe/H],33.2237000
492,HD 112640 b,HD 112640,1,1,613.20000000,1.700000,12.900,1589.15000,4.070000,0.240000,,,K0 III,4155.00,39.00,1.80,-0.090,[Fe/H],323.3350000
493,HD 113337 b,HD 113337,1,1,324.00000000,0.920000,13.200,899.42000,2.150000,0.460000,,,F6 V,6576.60,1.50,1.40,0.070,[Fe/H],36.1800000
494,HD 113538 b,HD 113538,1,2,663.20000000,1.240000,13.200,114.41000,0.273000,0.140000,,,K9 V,4462.00,0.53,0.58,-0.240,[Fe/H],16.2817000
495,HD 113538 c,HD 113538,1,2,1818.00000000,2.440000,13.800,295.57000,0.618000,0.200000,,,K9 V,4462.00,0.53,0.58,-0.240,[Fe/H],16.2817000
496,HD 113996 b,HD 113996,2,1,610.20000000,1.600000,12.700,2002.32900,5.370000,0.280000,,,K5 III,4181.00,25.11,1.49,0.130,[Fe/H],116.3340000
497,HD 114386 b,HD 114386,1,1,937.70001000,1.730000,13.700,362.32620,0.774000,0.230000,,,K3V,4836.00,0.76,0.60,-0.050,[Fe/H],27.9243000
498,HD 114613 b,HD 114613,1,1,4000.00000000,5.340000,13.100,113.46531,0.277000,0.458000,,,G4 IV,5641.00,2.14,1.27,0.180,[Fe/H],20.2836000
499,HD 114729 b,HD 114729,2,1,1121.79000000,2.067000,13.900,262.20975,0.537000,0.079000,,,G0 V,5844.00,1.47,0.94,-0.330,[Fe/H],37.8063000
500,HD 114762 b,HD 114762,2,1,83.91510000,0.360000,12.440,3397.60270,9.700000,0.340000,,,F8,5869.00,1.20,0.80,-0.720,[Fe/H],40.1949000
501,HD 114783 b,HD 114783,1,2,493.70000000,1.160000,13.700,349.60000,0.747000,0.144000,,,K0,5135.00,0.84,0.85,0.210,[Fe/H],21.0628000
502,HD 114783 c,HD 114783,1,2,4319.00000000,4.970000,14.100,194.19413,0.381000,0.000000,,,K1V,5126.74,0.84,0.85,0.151,[Fe/H],21.0628000
503,HD 11506 b,HD 11506,1,2,1622.10000000,2.900000,12.900,1535.11890,3.930000,0.374300,,,G0 V,6030.00,1.34,1.24,0.340,[Fe/H],51.2610000
504,HD 11506 c,HD 11506,1,2,223.41000000,0.774000,14.200,129.67464,0.249000,0.193000,,,G0 V,6030.00,1.34,1.24,0.340,[Fe/H],51.2610000
505,HD 115954 b,HD 115954,1,1,3700.00000000,5.000000,12.600,2634.79749,7.240000,0.487000,0.06,145,G0 V,5957.00,1.21,1.18,0.340,[Fe/H],87.6437000
506,HD 116029 b,HD 116029,2,2,670.00000000,1.650000,13.600,444.96200,0.972000,0.000000,,,K0,4819.00,4.89,0.83,0.090,[Fe/H],123.2450000
507,HD 116029 c,HD 116029,2,2,907.00000000,,13.700,403.64410,0.863000,0.038000,,,K0,4951.00,4.60,1.33,0.180,[Fe/H],123.2450000
508,HD 117207 b,HD 117207,1,1,2621.75000000,3.787000,13.400,612.14058,1.400000,0.157000,,,G8 IV/V,5732.00,1.07,1.05,0.190,[Fe/H],32.3547000
509,HD 11755 b,HD 11755,1,1,433.70001000,1.090000,12.800,1789.38290,4.690000,0.190000,,,G5,4312.00,20.58,0.72,-0.740,[Fe/H],235.0450000
510,HD 117618 b,HD 117618,1,1,25.80000000,0.180000,8.590,55.30242,0.479000,0.150000,,,G2 V,5990.00,1.20,1.08,0.028,[M/H],37.7781000
511,HD 118203 b,HD 118203,1,1,6.13350000,0.070000,13.200,886.74570,2.120000,0.310000,,,K0,5864.00,2.06,1.84,0.230,[Fe/H],92.2589000
512,HD 11964 b,HD 11964,2,2,1945.00000000,3.160000,14.100,198.00000,0.388000,0.041000,,,G9 V CN+1,5303.00,2.01,0.91,0.100,[M/H],33.5369000
513,HD 11964 c,HD 11964,2,2,37.91000000,0.229000,5.380,25.00000,0.882000,0.300000,,,G9 V CN+1,5303.00,2.01,0.91,0.100,[M/H],33.5369000
514,HD 11977 b,HD 11977,1,1,711.00000000,1.930000,12.700,2080.00000,5.580000,0.400000,,,G8 III/IV,4970.00,10.09,1.91,-0.210,[Fe/H],67.9331000
515,HD 120084 b,HD 120084,1,1,2082.00000000,4.300000,12.900,1430.20000,3.660000,0.660000,,,G7 III,4892.00,9.12,2.39,0.090,[Fe/H],103.0440000
516,HD 121504 b,HD 121504,1,1,63.33000000,0.330000,13.600,479.92330,1.050000,0.030000,,,G2 V,6027.00,1.07,1.62,0.150,[Fe/H],41.6592000
517,HD 124330 b,HD 124330,1,1,270.66000000,0.860000,14.000,238.37131,0.477000,0.340000,,,G4 IV,5873.00,1.30,1.15,0.220,[Fe/H],60.1977000
518,HD 12484 b,HD 12484,1,1,58.83000000,0.297000,13.200,947.13340,2.260000,0.070000,,,F8,5920.00,1.00,1.01,0.050,[Fe/H],48.3367000
519,HD 125390 b,HD 125390,1,1,1756.20000000,3.160000,12.000,7043.11280,22.400000,0.591000,,,G7 V,4850.00,6.47,1.36,-0.010,[M/H],153.6470000
520,HD 125595 b,HD 125595,1,1,9.67370000,0.080000,2.400,6.35660,2.530000,0.000000,,,K4 V,4691.00,0.74,0.29,0.080,[Fe/H],28.1989000
521,HD 125612 b,HD 125612,2,3,557.04000000,1.372000,13.100,985.27300,2.410000,0.455300,,,G3 V,5841.00,1.05,1.11,0.220,[Fe/H],57.6207000
522,HD 125612 c,HD 125612,2,3,4.15514000,0.052400,4.360,17.48065,1.160000,0.049000,,,G3 V,5841.00,1.05,1.11,0.220,[Fe/H],57.6207000
523,HD 125612 d,HD 125612,2,3,2835.00000000,4.060000,12.600,2313.80240,6.360000,0.117200,,,G3 V,5841.00,1.05,1.11,0.220,[Fe/H],57.6207000
524,HD 12648 b,HD 12648,1,1,133.60001000,0.540000,13.400,622.94680,1.420000,0.040000,,,G5,4835.00,11.02,0.67,-0.570,[Fe/H],182.1920000
525,HD 126525 b,HD 126525,1,1,960.41000000,1.837000,10.300,75.32571,0.379000,0.035000,,,G4 V,5638.00,0.98,0.90,-0.100,[Fe/H],37.6506000
526,HD 12661 b,HD 12661,1,2,262.70862000,0.840000,13.300,772.32690,1.800000,0.380000,,,K0,5645.00,1.20,1.20,0.360,[Fe/H],37.8478000
527,HD 12661 c,HD 12661,1,2,1708.00000000,2.814500,13.400,575.88400,1.320000,0.031000,,,K0,5748.00,1.11,1.02,0.360,[Fe/H],37.8478000
528,HD 126614 b,HD 126614,3,1,1244.00000000,2.370000,14.200,130.31030,0.250000,0.410000,,,G8 IV,5568.00,1.32,1.26,0.540,[Fe/H],73.0961000
529,HD 128311 b,HD 128311,1,2,453.01900000,1.084000,13.500,562.24127,1.260000,0.303000,,,K0,4965.00,0.76,0.83,0.080,[Fe/H],16.3292000
