loc_rowid,pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,sy_dist
4419,OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,1,2,,4.800000,13.900,270.00000,0.552000,,,,G5 V,,,1.06,,,4019.0000000
4420,OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,1,1,,0.870000,13.400,588.00000,1.340000,,,,,,,0.02,,,1760.0000000
4421,OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,1,1,,3.450000,13.200,868.00000,2.070000,,,,,,,0.44,,,4970.0000000
4422,OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,1,1,,0.740000,13.600,120.00000,0.262000,,,,,,,0.34,,,1300.0000000
4423,OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,1,1,,1.600000,14.300,150.00000,0.282000,,,,M V,,,0.29,,,6700.0000000
4424,OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,1,1,,4.430000,8.390,53.10000,0.494000,,,,,,,0.40,,,6320.0000000
4425,OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,1,1,,2.600000,6.560,35.00000,0.681000,,,,M V,,,0.57,,,2600.0000000
4426,OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,1,1,,0.800000,12.300,4100.00000,12.100000,,,,,,,0.10,,,3040.0000000
4427,OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,1,1,,3.600000,11.600,92.00000,0.324000,,,,,,,0.54,,,3900.0000000
4428,OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,2,1,,0.702000,1.160,1.66000,5.840000,,,,,,,0.11,,,911.0000000
4429,OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,1,1,,0.390000,12.500,3020.00000,8.500000,,,,,,,0.29,,,3220.0000000
4430,OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,1,1,,2.600000,14.100,200.00000,0.392000,,,,,,,0.46,,,6300.0000000
4431,OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,1,1,,1.800000,13.200,860.00000,2.050000,,,,,,,0.33,,,6900.0000000
4432,OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,1,1,,3.110000,14.200,160.00000,0.307000,,,,,,,0.71,,,4100.0000000
4433,OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,1,1,,4.400000,13.100,982.00000,2.400000,,,,,,,0.62,,,2220.0000000
4434,OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,1,2,,1.500000,8.590,55.30000,0.479000,,,,,,,0.40,,,6400.0000000
4435,OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,1,2,,1.700000,11.000,83.70000,0.346000,,,,,,,0.40,,,6400.0000000
4436,OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,1,1,,1.750000,14.200,180.00000,0.345000,,,,,,,0.51,,,6860.0000000
4437,OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,1,1,,0.730000,14.000,230.00000,0.461000,,,,,,,0.10,,,8200.0000000
4438,OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,1,1,,1.600000,13.100,1100.00000,2.690000,,,,,,,0.30,,,1200.0000000
4439,OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,1,1,,2.700000,4.860,21.00000,1.010000,,,,,,,0.38,,,3300.0000000
4440,OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,1,1,,2.070000,13.200,807.00000,1.930000,,,,,,,0.34,,,4230.0000000
4441,OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,1,1,,2.620000,4.420,17.90000,1.140000,,,,,,,0.55,,,6700.0000000
4442,OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,1,1,,0.850000,14.300,138.00000,0.259000,,,,,,,0.08,,,7070.0000000
4443,OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,1,1,,5.400000,13.000,1300.00000,3.250000,,,,,,,0.13,,,6500.0000000
4444,OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,2,1,,6.400000,13.000,1330.00000,3.330000,,,,,,,0.72,,,3410.0000000
4445,OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,1,1,,1.700000,14.300,140.00000,0.263000,,,,,,,0.30,,,3730.0000000
4446,OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1,1,1224.00000000,2.170000,12.300,4253.00000,12.600000,,,,,,,0.88,,,6770.0000000
4447,OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,1,1,,1.160000,1.110,1.43000,5.750000,,,,,,,0.08,,,3910.0000000
4448,OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,1,1,,3.400000,13.900,250.00000,0.512000,,,,,,,0.10,,,
4449,OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,1,1,,3.913000,1.620,3.26900,4.230000,,,,,,,0.40,,,4705.0000000
4450,OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,1,1,,2.424000,14.000,127.00000,0.254000,,,,,,,0.25,,,5915.0000000
4451,OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,1,1,,3.500000,14.200,130.00000,0.249000,,,,,,,0.56,,,5200.0000000
4452,OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,1,1,,1.800000,2.950,9.00000,1.930000,,,,,,,0.20,,,5800.0000000
4453,OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,1,1,,4.060000,14.200,160.00000,0.307000,,,,,,,0.70,,,3950.0000000
4454,OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,1,1,,3.920000,12.800,1760.00000,4.610000,,,,,,,0.55,,,5670.0000000
4455,OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,1,1,,1.020000,13.500,505.00000,1.130000,,,,,,,0.21,,,
4456,OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,1,1,,3.040000,12.400,3585.00000,10.300000,,,,,,,0.81,,,3930.0000000
4457,OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,1,1,,1.180000,1.940,4.43000,3.330000,,,,,,,0.23,,,860.0000000
4458,OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,1,1,,0.590000,14.000,240.00000,0.481000,,,,,,,0.04,,,7490.0000000
4459,OGLE-2018-BLG-0383L b,OGLE-2018-BLG-0383L,1,1,,1.800000,2.410,6.40000,2.510000,,,,,,,0.10,,,7700.0000000
4460,OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,1,1,,1.064000,2.370,6.22800,2.570000,,,,,,,0.20,,,773.0000000
4461,OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,1,1,,2.720000,12.300,101.70509,0.300000,,,,,,,0.25,,,7060.0000000
4462,OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,1,1,,0.970000,3.810,13.93000,1.380000,,,,,,,0.23,,,5650.0000000
4463,OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,1,1,,0.630000,1.820,3.96000,3.610000,,,,,,,0.12,,,7580.0000000
4464,OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,1,1,5480.00000000,5.000000,12.900,1500.00000,3.840000,0.000000,,,G V,5912.00,,1.00,-0.240,[Fe/H],3200.0000000
4465,OGLE-2018-BLG-0962L b,OGLE-2018-BLG-0962L,1,1,,3.590000,13.600,425.89007,0.930000,,,,,,,0.54,,,6500.0000000
4466,OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,1,2,,1.800000,13.500,570.00000,1.270000,,,,,,,0.18,,,7100.0000000
4467,OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,1,2,,0.800000,13.200,890.00000,2.130000,,,,,,,0.18,,,7100.0000000
4468,OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,1,1,,1.540000,2.830,8.40000,2.040000,,,,,,,0.37,,,7400.0000000
4469,OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,1,1,,4.510000,14.100,210.00000,0.412000,,,,,,,1.11,,,2510.0000000
4470,OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,1,1,,3.300000,14.000,240.00000,0.481000,,,,,,,0.43,,,6220.0000000
4471,OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,2,1,,2.800000,12.900,1400.00000,3.580000,,,,,,,0.42,,,7600.0000000
4472,OGLE-2019-BLG-0304L b,OGLE-2019-BLG-0304L,2,1,,1.230000,14.200,162.09249,0.311000,,,,,,,0.27,,,6980.0000000
4473,OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,1,1,,2.650000,12.300,4513.16338,13.300000,,,,,,,0.80,,,3630.0000000
4474,OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,1,1,,1.900000,1.390,2.50000,5.120000,,,,,,,0.50,,,980.0000000
4475,OGLE-TR-10 b,OGLE-TR-10,1,1,3.10127800,0.043400,14.011,197.04600,0.400000,0.820000,,1702,G2 V,5950.00,1.17,1.14,0.280,[Fe/H],1344.9700000
4476,OGLE-TR-111 b,OGLE-TR-111,1,1,4.01444630,0.047300,11.422,174.79900,0.650000,0.540000,,1019,K2 V,5040.00,0.83,0.82,0.190,,1068.3300000
4477,OGLE-TR-113 b,OGLE-TR-113,1,1,1.43247520,0.022890,12.251,400.44900,1.200000,0.150000,,1342,K4 V,4790.00,0.77,0.78,0.090,,566.4590000
4478,OGLE-TR-132 b,OGLE-TR-132,1,1,1.68986800,0.030350,13.450,375.02000,0.850000,0.600000,,2013,F5 V,6210.00,1.32,1.30,0.370,[Fe/H],2012.6200000
4479,OGLE-TR-182 b,OGLE-TR-182,1,1,3.97910000,0.051000,12.666,320.99500,0.410000,0.000000,,1550,,5924.00,1.14,1.14,0.370,,2501.7500000
4480,OGLE-TR-211 b,OGLE-TR-211,1,1,3.67724000,0.051000,15.244,327.35100,0.420000,0.000000,,1686,,6325.00,1.64,1.33,0.110,,1515.2600000
4481,OGLE-TR-56 b,OGLE-TR-56,1,1,1.21191890,0.023830,15.278,441.77000,0.680000,0.670000,,2212,F8 V,6050.00,1.74,1.17,0.250,[Fe/H],282.8391387
4482,OGLE2-TR-L9 b,OGLE2-TR-L9,1,1,2.48553350,0.030800,18.046,1430.17500,1.250000,,,2034,,6933.00,1.53,1.52,-0.050,[Fe/H],1627.6300000
4483,Oph 11 b,Oph 11,1,1,7300000.00000000,243.000000,12.300,4449.62000,13.100000,,,2175,M9,2375.00,0.23,0.02,,,136.1655920
4484,PDS 70 b,PDS 70,1,2,43500.00000000,20.000000,30.488,953.49000,0.185000,0.190000,,1204,K7,3972.00,1.26,0.76,-0.110,[Fe/H],113.0640000
4485,PDS 70 c,PDS 70,1,2,,34.000000,22.866,635.66000,0.292000,0.110000,,995,K7,3972.00,1.06,0.76,-0.110,[Fe/H],113.0640000
4486,PH1 b,PH1,4,1,138.31700000,0.652000,6.180,169.00000,,0.070200,,481,F,6407.00,1.73,1.53,0.210,[Fe/H],1033.1600000
4487,PH2 b,PH2,1,1,282.52550000,0.828000,10.120,25426.40000,,0.410000,1.21,281,,5629.00,1.00,0.94,-0.078,[Fe/H],343.8630000
4488,POTS-1 b,POTS-1,1,1,3.16062960,0.037340,10.548,734.16000,3.440000,,,,K5 V,4400.00,0.59,0.69,-0.030,[Fe/H],747.9590000
4489,PSR B0329+54 b,PSR B0329+54,1,1,10140.00000000,10.260000,1.220,1.97000,5.960000,0.236000,,,,,,1.44,,,504.9331206
4490,PSR B1257+12 b,PSR B1257+12,1,3,25.26200000,0.190000,0.338,0.02000,2.850000,0.000000,,,,,,1.40,,,600.0000000
4491,PSR B1257+12 c,PSR B1257+12,1,3,66.54190000,0.360000,1.910,4.30000,3.390000,0.018600,,,,,,1.40,,,600.0000000
4492,PSR B1257+12 d,PSR B1257+12,1,3,98.21140000,0.460000,1.800,3.90000,3.670000,0.026400,,,,,,1.40,,,600.0000000
4493,PSR B1620-26 b,PSR B1620-26,2,1,,23.000000,13.300,794.57500,1.860000,,,,,,,1.35,,,
4494,PSR J1719-1438 b,PSR J1719-1438,1,1,0.09070629,0.004400,,382.80000,23.000000,0.060000,,,,4500.00,,1.40,,,1200.0000000
4495,PSR J2322-2650 b,PSR J2322-2650,1,1,0.32296400,0.010200,13.900,252.64307,1.840000,0.001700,,,,,,1.40,,,230.0000000
4496,Pr0201 b,Pr0201,1,1,4.42640000,0.060000,14.200,171.62820,0.329000,0.000000,,,,6174.00,1.15,1.24,0.190,[Fe/H],180.6400000
4497,Pr0211 b,Pr0211,2,2,2.14610000,0.031760,13.400,597.52040,1.360000,0.011000,,,,5300.00,0.83,0.94,0.180,[Fe/H],182.7140000
4498,Pr0211 c,Pr0211,2,2,4850.00000000,5.500000,12.600,2475.89570,6.800000,0.710000,,,,5300.00,0.83,0.94,0.180,[Fe/H],182.7140000
4499,Proxima Cen b,Proxima Cen,3,1,11.18600000,0.048500,1.080,1.27000,5.540000,0.350000,0.65,234,M5.5 V,3050.00,0.14,0.12,,,1.3011900
4500,Qatar-1 b,Qatar-1,1,1,1.42002420,0.023320,12.812,411.27202,1.076000,0.000000,,1418,,5013.00,0.80,0.84,0.171,[Fe/H],185.6150000
4501,Qatar-10 b,Qatar-10,1,1,1.64532100,0.028600,17.295,233.92288,0.248000,0.000000,,1955,F7 V,6124.00,1.25,1.16,0.016,[Fe/H],559.0680000
4502,Qatar-2 b,Qatar-2,1,1,1.33711647,0.021530,14.056,792.63500,1.573000,0.000000,,1344,,4645.00,0.78,0.74,0.020,[m/H],181.3740000
4503,Qatar-3 b,Qatar-3,1,1,2.50792040,0.037830,12.285,1369.84730,4.000000,0.000000,1330.00,1681,G0 V,6007.00,1.27,1.15,-0.041,[Fe/H],735.6010000
4504,Qatar-4 b,Qatar-4,1,1,1.80535640,0.028030,12.722,1938.76300,5.100000,0.000000,614.00,1385,K1 V,5215.00,0.85,0.90,0.103,[Fe/H],329.0360000
4505,Qatar-5 b,Qatar-5,1,1,2.87923190,0.041270,12.408,1373.02560,3.950000,0.000000,669.00,1415,G2 V,5747.00,1.08,1.13,0.377,[Fe/H],367.6580000
4506,Qatar-6 b,Qatar-6,2,1,3.50619500,0.042300,11.904,212.31044,0.692000,0.000000,,1006,K2 V,5052.00,0.72,0.82,-0.025,[Fe/H],100.8480000
4507,Qatar-7 b,Qatar-7,1,1,2.03204600,0.035200,19.055,597.52040,0.502000,0.000000,,2053,F4 V,6387.00,1.56,1.41,0.276,[Fe/H],705.9810000
4508,Qatar-8 b,Qatar-8,1,1,3.71495000,0.047400,14.404,117.91493,0.216000,0.000000,,1457,G0 V,5738.00,1.31,1.03,0.025,[Fe/H],281.4980000
4509,Qatar-9 b,Qatar-9,1,1,1.54073100,0.023400,11.310,378.21770,1.430000,0.000000,,1134,K5 V,4309.00,0.70,0.72,0.252,[Fe/H],213.7710000
4510,ROXs 12 b,ROXs 12,2,1,,210.000000,12.200,5085.00000,15.400000,0.830000,,,M0,3850.00,1.07,0.87,0.140,[Fe/H],136.6500000
4511,ROXs 42 B b,ROXs 42 B,2,1,,157.000000,12.500,2860.00000,8.050000,0.580000,,1975,M0,3433.00,1.34,1.00,,,143.5900000
4512,RR Cae b,RR Cae,2,1,4343.50000000,5.300000,13.000,1334.88600,3.340000,0.000000,,,M,3904.00,0.19,0.44,,,21.1916000
4513,Ross 128 b,Ross 128,1,1,9.86580000,0.049600,1.110,1.40000,5.630000,0.116000,1.38,301,M4,3192.00,0.20,0.17,-0.020,[M/H],3.3745400
4514,Ross 458 c,Ross 458,2,1,,1100.000000,14.011,1906.98000,3.810000,,,,M2,3646.00,0.56,0.56,,,11.5094000
4515,SR 12 AB c,SR 12 AB,2,1,,,12.300,4131.62000,12.200000,,,,,3828.93,1.10,,,,112.3172158
4516,SWEEPS-11 b,SWEEPS-11,1,1,1.79600000,0.030000,12.666,3082.82000,8.340000,,,,,,1.45,1.10,,,8500.0000000
4517,SWEEPS-4 b,SWEEPS-4,1,1,4.20000000,0.055000,9.079,1207.70000,8.870000,,,,,,1.18,1.24,,,8500.0000000
4518,TAP 26 b,TAP 26,1,1,10.79000000,0.096800,13.500,527.59780,1.180000,,,,,4620.00,1.17,1.04,-0.199,[M/H],121.4020000
4519,TCP J05074264+2447555 b,TCP J05074264+2447555,1,1,,0.940000,4.720,20.00000,1.050000,,,,,5805.00,1.42,0.59,,,505.0000000
4520,TIC 172900988 b,TIC 172900988 Aa,2,1,200.45200000,0.902810,11.250,942.00000,3.640000,0.027100,,,F9,6050.00,1.38,1.24,0.340,[Fe/H],250.9560000
4521,TIC 237913194 b,TIC 237913194,1,1,15.16886500,0.120700,12.520,617.22586,1.847000,0.575000,8.09,974,G3,5788.00,1.09,1.03,0.140,[Fe/H],306.0630000
4522,TIC 257060897 b,TIC 257060897,1,1,3.66002800,0.051000,16.701,212.94503,0.250000,0.030000,1491.64,1762,,5988.00,1.82,1.32,,,505.7030000
4523,TOI-1062 b,TOI-1062,1,2,4.11296000,0.052000,2.265,10.15000,4.850000,0.177000,232.00,1077,G9 V,5328.00,0.84,0.94,0.140,[Fe/H],82.1733000
4524,TOI-1062 c,TOI-1062,1,2,7.97200000,0.080000,3.100,9.78000,1.800000,0.140000,95.00,859,G9 V,5328.00,0.84,0.94,0.140,[Fe/H],82.1733000
4525,TOI-1130 b,TOI-1130,1,2,4.06649900,0.043940,3.650,12.90000,1.460000,0.220000,48.04,810,K7,4250.00,0.69,0.68,0.200,[Fe/H],58.2609000
4526,TOI-1130 c,TOI-1130,1,2,8.35038100,0.070980,16.814,309.56642,0.380000,0.047000,19.93,637,K7,4250.00,0.69,0.68,0.200,[Fe/H],58.2609000
4527,TOI-1201 b,TOI-1201,2,1,2.49198630,0.028700,2.415,6.28000,2.450000,0.000000,40.60,703,M2.0 V,3476.00,0.51,0.51,0.050,[Fe/H],37.8871000
4528,TOI-122 b,TOI-122,1,1,5.07803000,0.039200,2.720,7.85000,2.140000,0.000000,8.80,471,M3 V,3403.00,0.33,0.31,,,62.1180000
4529,TOI-1231 b,TOI-1231,1,1,24.24558600,0.128800,3.650,15.40000,1.740000,0.087000,1.93,330,M3 V,3553.00,0.48,0.48,0.041,[Fe/H],27.6227000
4530,TOI-1235 b,TOI-1235,1,1,3.44471700,0.038260,1.694,5.90000,6.700000,0.150000,60.30,775,M0.5 V,3997.00,0.62,0.63,0.330,[Fe/H],39.6345000
4531,TOI-125 b,TOI-125,1,3,4.65382000,0.051860,2.726,9.50000,2.570000,0.194000,185.00,1037,K0 V,5320.00,0.85,0.86,-0.020,[Fe/H],111.0590000
4532,TOI-125 c,TOI-125,1,3,9.15059000,0.081400,2.759,6.63000,1.730000,0.066000,77.59,828,K0 V,5320.00,0.85,0.86,-0.020,[Fe/H],111.0590000
4533,TOI-125 d,TOI-125,1,3,19.98000000,0.137000,2.930,13.60000,2.980000,0.168000,26.70,638,K0 V,5320.00,0.85,0.86,-0.020,[Fe/H],111.0590000
4534,TOI-1259 A b,TOI-1259 A,2,1,3.47797800,0.040700,11.456,140.16233,0.513000,0.000000,153.14,963,,4775.00,0.71,0.74,-0.500,[Fe/H],118.1060000
4535,TOI-1260 b,TOI-1260,1,2,3.12748000,0.036600,2.340,8.60000,3.690000,0.000000,91.00,860,K6 V,4227.00,0.65,0.66,-0.100,[Fe/H],73.5977000
4536,TOI-1260 c,TOI-1260,1,2,7.49325000,0.065600,2.820,11.80000,2.870000,0.000000,28.40,643,K6 V,4227.00,0.65,0.66,-0.100,[Fe/H],73.5977000
4537,TOI-1266 b,TOI-1266,1,2,10.89484300,0.073600,2.370,13.50000,5.570000,0.090000,4.90,413,M3,3600.00,0.42,0.45,-0.500,[Fe/H],36.0118000
4538,TOI-1266 c,TOI-1266,1,2,18.80151000,0.105800,1.560,2.20000,3.180000,0.040000,2.30,344,M3,3600.00,0.42,0.45,-0.500,[Fe/H],36.0118000
4539,TOI-1278 b,TOI-1278,1,1,14.47567000,0.095000,12.218,5879.82553,18.000000,0.013000,6.54,408,M0 V,3799.00,0.57,0.54,-0.010,[Fe/H],75.5759000
4540,TOI-1296 b,TOI-1296,1,1,3.94437150,0.049700,13.798,94.71287,0.198000,0.055000,1078.61,1562,,5603.00,1.66,1.17,0.440,[Fe/H],323.2650000
4541,TOI-1298 b,TOI-1298,1,1,4.53716400,0.059000,9.427,113.14691,0.743000,0.032000,731.99,1388,,5889.00,1.41,1.44,0.490,[Fe/H],319.0360000
4542,TOI-132 b,TOI-132,1,1,2.10970190,0.026000,3.420,22.40000,3.080000,0.059000,860.00,1395,G8 V,5397.00,0.90,0.97,0.160,[Fe/H],163.6780000
4543,TOI-1333 b,TOI-1333,2,1,4.72021900,0.062600,15.648,753.25710,1.080000,0.073000,1076.67,1679,,6274.00,1.93,1.46,0.119,[Fe/H],200.4920000
4544,TOI-1338 b,TOI-1338,2,1,95.17400000,0.460700,6.850,33.00000,0.560000,0.088000,65.01,724,,6050.00,1.33,1.13,0.010,[Fe/H],399.0170000
4545,TOI-1431 b,TOI-1431,1,1,2.65023700,0.046000,16.701,991.62463,1.170000,0.002200,5300.00,2370,Am C,7690.00,1.92,1.90,0.090,[Fe/H],148.9250000
4546,TOI-1444 b,TOI-1444,1,2,0.47026940,,1.397,3.87000,7.800000,0.000000,5028.88,2148,,5430.00,0.91,0.93,0.130,[Fe/H],125.4630000
4547,TOI-1444 c,TOI-1444,1,2,16.06600000,,3.460,11.80000,1.570000,0.000000,,,,5430.00,0.91,0.93,0.130,[Fe/H],125.4630000
4548,TOI-1478 b,TOI-1478,1,1,10.18024900,0.090300,11.882,270.47333,0.880000,0.024000,125.74,918,,5597.00,1.05,0.95,0.078,[Fe/H],152.8920000
4549,TOI-150.01,TOI-150,1,1,5.85748700,0.070370,14.067,797.75330,1.680000,0.262000,750.97,1404,F,6255.00,1.53,1.35,0.280,[Fe/H],336.2670000
4550,TOI-1518 b,TOI-1518,1,1,1.90260300,0.038900,21.017,731.00534,,0.010000,19308.80,2492,F0,7300.00,1.95,1.79,-0.100,[Fe/H],225.8880000
4551,TOI-157 b,TOI-157,1,1,2.08454350,0.031380,14.415,375.03940,0.686000,0.000000,1062.00,1588,G9 IV,5404.00,1.17,0.95,0.240,[Fe/H],355.6830000
4552,TOI-1601 b,TOI-1601,1,1,5.33175100,0.068640,13.888,314.65170,0.640000,0.036000,1071.42,1619,,5948.00,2.19,1.52,0.329,[Fe/H],336.6080000
4553,TOI-163 b,TOI-163,1,1,4.23130600,0.058000,16.690,387.75260,0.490000,0.000000,1488.97,1669,F,6495.00,1.65,1.44,0.220,[Fe/H],411.7190000
4554,TOI-1634 b,TOI-1634,2,1,0.98934300,0.015450,1.790,4.91000,4.700000,0.160000,121.00,924,M2,3550.00,0.45,0.50,0.230,[Fe/H],35.2736000
4555,TOI-1685 b,TOI-1685,1,1,0.66914030,0.011557,1.700,3.78000,4.210000,0.000000,217.00,1069,M3.0 V,3434.00,0.49,0.49,-0.130,[Fe/H],37.6153000
4556,TOI-169 b,TOI-169,1,1,2.25544770,0.035240,12.173,251.40353,0.760000,0.000000,1443.00,1715,G1 V,5880.00,1.29,1.15,0.240,[Fe/H],407.8400000
4557,TOI-172 b,TOI-172,1,1,9.47725000,0.091400,10.817,1722.63860,7.530000,0.380600,299.00,1198,,5645.00,1.78,1.13,0.148,[Fe/H],342.8310000
4558,TOI-1728 b,TOI-1728,1,1,3.49151000,0.039100,5.050,26.78000,1.140000,0.057000,57.78,767,M0,3980.00,0.62,0.65,0.250,[Fe/H],60.7980000
4559,TOI-1749 b,TOI-1749,1,3,2.38839000,0.029100,1.390,57.00000,,0.140000,,831,M0 V,3985.00,0.55,0.58,-0.260,[Fe/H],99.5561000
4560,TOI-1749 c,TOI-1749,1,3,4.49290000,0.044300,2.120,14.00000,,0.019000,36.16,673,M0 V,3985.00,0.55,0.58,-0.260,[Fe/H],99.5561000
4561,TOI-1749 d,TOI-1749,1,3,9.04970000,0.070700,2.520,15.00000,,0.062000,14.21,533,M0 V,3985.00,0.55,0.58,-0.260,[Fe/H],99.5561000
4562,TOI-178 b,TOI-178,1,6,1.91455800,0.026070,1.152,1.50000,5.400000,,,1040,K,4316.00,0.65,0.65,-0.230,[Fe/H],62.6990000
4563,TOI-178 c,TOI-178,1,6,3.23845000,0.037000,1.669,4.77000,5.620000,,,873,K,4316.00,0.65,0.65,-0.230,[Fe/H],62.6990000
4564,TOI-178 d,TOI-178,1,6,6.55770000,0.059200,2.572,3.01000,0.976000,,48.71,690,K,4316.00,0.65,0.65,-0.230,[Fe/H],62.6990000
4565,TOI-178 e,TOI-178,1,6,9.96188100,0.078300,2.207,3.86000,1.980000,,20.54,600,K,4316.00,0.65,0.65,-0.230,[Fe/H],62.6990000
4566,TOI-178 f,TOI-178,1,6,15.23191500,0.103900,2.287,7.72000,3.600000,,,521,K,4316.00,0.65,0.65,-0.230,[Fe/H],62.6990000
4567,TOI-178 g,TOI-178,1,6,20.70950000,0.127500,2.870,3.94000,0.915000,,19.50,470,K,4316.00,0.65,0.65,-0.230,[Fe/H],62.6990000
4568,TOI-1789 b,TOI-1789,1,1,3.20866400,0.048820,16.141,222.47988,0.280000,,2300.00,1927,F,5991.00,2.17,1.51,0.373,[Fe/H],229.0670000
4569,TOI-1807 b,TOI-1807,1,1,0.54937200,0.008120,1.849,4.08000,3.550000,,1592.92,2100,,4757.00,0.68,0.75,-0.029,[Fe/H],42.5775000
4570,TOI-1842 b,TOI-1842,1,1,9.57390000,0.100100,11.657,68.01528,0.252000,,243.73,1008,,6230.00,2.02,1.46,0.220,[M/H],223.4650000
4571,TOI-1899 b,TOI-1899,1,1,29.02000000,0.158700,12.890,209.76780,0.540000,0.118000,2.90,362,M0,3841.00,0.61,0.63,0.310,[Fe/H],128.4380000
4572,TOI-201 b,TOI-201,1,1,52.97818000,0.300000,11.299,133.48860,0.509000,0.280000,7.86,759,F6 V,6394.00,1.32,1.32,0.240,[Fe/H],113.8250000
4573,TOI-2076 b,TOI-2076,1,3,10.35566000,0.063100,3.282,10.80000,1.680000,,48.12,870,K,5187.00,0.76,0.85,-0.032,[Fe/H],41.9091000
4574,TOI-2076 c,TOI-2076,1,3,,0.088500,4.438,18.00000,1.130000,,,734,K,5187.00,0.76,0.85,-0.032,[Fe/H],41.9091000
4575,TOI-2076 d,TOI-2076,1,3,,0.113800,4.140,16.00000,1.240000,,,648,K,5187.00,0.76,0.85,-0.032,[Fe/H],41.9091000
4576,TOI-2109 b,TOI-2109,1,1,0.67247414,0.017910,15.098,1595.49860,2.550000,,14429.00,3646,F,6540.00,1.70,1.45,0.068,[Fe/H],262.0410000
4577,TOI-216.01,TOI-216,1,2,34.55600000,0.206900,11.290,200.00000,0.760000,0.029000,10.10,497,,5026.00,0.84,0.87,0.320,[M/H],177.9450000
4578,TOI-216.02,TOI-216,1,2,17.08900000,0.129300,7.690,30.00000,0.340000,0.132000,25.90,628,,5026.00,0.84,0.87,0.320,[M/H],177.9450000
4579,TOI-2180 b,TOI-2180,1,1,260.79000000,0.828000,11.321,875.61726,3.320000,0.368300,2.71,348,G5,5695.00,1.64,1.11,0.253,[Fe/H],116.6850000
4580,TOI-220 b,TOI-220,1,1,10.69526400,0.089110,3.030,13.80000,2.730000,0.032000,18.14,805,K0 V,5298.00,0.86,0.82,-0.217,[Fe/H],90.7402000
