pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,st_teff,st_mass,st_met,sy_dist
TOI-216.02,TOI-216,1,2,17.08900000,0.129300,7.690,30.00000,0.340000,0.132000,5026.00,0.87,0.320,177.9450000
TOI-2180 b,TOI-2180,1,1,260.79000000,0.828000,11.321,875.61726,3.320000,0.368300,5695.00,1.11,0.253,116.6850000
TOI-2184 b,TOI-2184,1,1,6.90683000,,11.400,206.58846,0.760000,0.080000,5966.00,1.53,0.140,788.3170000
TOI-220 b,TOI-220,1,1,10.69526400,0.089110,3.030,13.80000,2.730000,0.032000,5298.00,0.82,-0.217,90.7402000
TOI-2202 b,TOI-2202,1,2,11.91010000,0.095640,11.321,310.83618,1.180000,0.042000,5144.00,0.82,0.040,235.9330000
TOI-2202 c,TOI-2202,1,2,24.67440000,0.155440,13.400,117.27868,0.268000,0.062200,5144.00,0.82,0.040,235.9330000
TOI-2257 b,TOI-2257,1,1,35.18934600,0.145000,2.194,5.45000,2.840000,0.496000,3430.00,0.33,-0.270,57.7911000
TOI-2260 b,TOI-2260,1,1,0.35247280,0.009700,1.620,3.26000,4.210000,,5534.00,0.99,,101.2510000
TOI-2285 b,TOI-2285,1,1,27.26955000,0.136300,1.740,19.50000,,0.300000,3491.00,0.45,-0.050,42.4090000
TOI-2337 b,TOI-2337,1,1,2.99432000,,0.900,508.52545,3830.000000,0.019000,4780.00,1.32,0.390,536.0460000
TOI-237 b,TOI-237,1,1,5.43609800,0.034100,1.440,2.67000,4.910000,0.000000,3212.00,0.18,,38.0749000
TOI-2406 b,TOI-2406,1,1,3.07668960,0.022800,2.940,8.96000,1.940000,0.260000,3100.00,0.16,-0.380,55.4190000
TOI-2411 b,TOI-2411,1,1,0.78269420,0.014400,1.680,3.46000,4.010000,,4099.00,0.65,,59.5362000
TOI-2427 b,TOI-2427,1,1,1.30600110,0.020200,1.800,3.89000,3.670000,,4072.00,0.64,,28.5147000
TOI-2445 b,TOI-2445,1,1,0.37112810,0.006400,1.250,2.10000,5.910000,,3333.00,0.25,,48.5820000
TOI-251 b,TOI-251,1,1,4.93777000,0.057410,2.740,317.83000,,0.000000,5875.00,1.04,-0.106,99.5230000
TOI-257 b,TOI-257,1,1,18.38818000,0.152800,7.163,43.86032,0.650000,0.000000,6095.00,1.41,0.175,76.9028000
TOI-2669 b,TOI-2669,1,1,6.20340000,,1.760,193.87533,195.000000,0.090000,4800.00,1.19,0.100,393.4430000
TOI-269 b,TOI-269,1,1,3.69771040,0.034500,2.770,8.80000,2.280000,0.425000,3514.00,0.39,-0.290,57.0225000
TOI-270 b,TOI-270,1,3,3.36015380,0.031970,1.206,1.58000,4.970000,0.034000,3506.00,0.39,-0.200,22.4793000
TOI-270 c,TOI-270,1,3,5.66057310,0.045260,2.355,6.15000,2.600000,0.027000,3506.00,0.39,-0.200,22.4793000
TOI-270 d,TOI-270,1,3,11.37957300,0.072100,2.133,4.78000,2.720000,0.032000,3506.00,0.39,-0.200,22.4793000
TOI-3362 b,TOI-3362,1,1,18.09547000,0.153000,12.801,1598.35906,4.190000,0.815000,6532.00,1.45,0.017,366.9870000
TOI-421 b,TOI-421,2,2,5.19672000,0.056000,2.680,7.17000,2.050000,0.163000,5325.00,0.85,-0.020,74.7969000
TOI-421 c,TOI-421,2,2,16.06819000,0.118900,5.090,16.42000,0.685000,0.152000,5325.00,0.85,-0.020,74.7969000
TOI-431 b,TOI-431,1,3,0.49004700,0.011300,1.280,3.07000,8.000000,0.000000,4850.00,0.78,0.200,32.5686000
TOI-431 c,TOI-431,1,3,4.84940000,0.052000,1.490,2.83000,4.700000,0.000000,4850.00,0.78,0.200,32.5686000
TOI-431 d,TOI-431,1,3,12.46103000,0.098000,3.290,9.90000,1.360000,0.000000,4850.00,0.78,0.200,32.5686000
TOI-4329 b,TOI-4329,1,1,2.92230000,,1.500,143.02278,233.000000,0.068000,6000.00,1.54,0.290,717.1280000
TOI-451 b,TOI-451,2,3,1.85870300,0.028300,1.910,4.31000,3.400000,0.000000,5550.00,0.95,,123.7390000
TOI-451 c,TOI-451,2,3,9.19252200,0.082300,3.100,9.80000,1.810000,0.000000,5550.00,0.95,,123.7390000
TOI-451 d,TOI-451,2,3,16.36498800,0.120800,4.070,15.60000,1.270000,0.000000,5550.00,0.95,,123.7390000
TOI-481 b,TOI-481,1,1,10.33111000,0.097000,11.097,486.27990,1.960000,0.153000,5735.00,1.14,0.260,179.3660000
TOI-500 b,TOI-500,1,1,0.54815790,0.012800,1.160,1.65000,5.810000,,4621.00,0.88,,47.3924000
TOI-519 b,TOI-519,1,1,1.26523280,0.012000,11.994,4449.62000,,,3350.00,0.37,,115.5570000
TOI-530 b,TOI-530,1,1,6.38759700,0.052000,9.303,127.13136,0.930000,0.000000,3659.00,0.53,0.376,148.7620000
TOI-532 b,TOI-532,1,1,2.32665080,0.029600,5.820,61.50000,1.720000,0.000000,3927.00,0.64,0.338,135.0470000
TOI-540 b,TOI-540,1,1,1.23914910,0.012230,0.903,0.67400,5.030000,0.000000,3216.00,0.16,,14.0022000
TOI-544 b,TOI-544,1,1,1.54835100,0.025100,2.030,4.78000,3.140000,,4369.00,0.85,,41.1166000
TOI-558 b,TOI-558,1,1,14.57407100,0.129100,12.173,1147.36055,3.500000,0.298000,6466.00,1.35,-0.004,402.6300000
TOI-559 b,TOI-559,1,1,6.98390950,0.072300,12.229,1910.14873,5.740000,0.151000,5925.00,1.03,-0.069,233.2660000
TOI-561 b,TOI-561,1,5,0.44657800,0.010550,1.423,1.59000,3.000000,0.000000,5455.00,0.79,-0.330,85.7990000
TOI-561 c,TOI-561,1,5,10.77900000,0.088090,2.878,5.40000,1.300000,0.060000,5455.00,0.79,-0.330,85.7990000
TOI-561 d,TOI-561,1,5,25.62000000,0.156900,2.530,11.95000,4.100000,0.051000,5455.00,0.79,-0.330,85.7990000
TOI-561 e,TOI-561,1,5,77.23000000,0.327400,2.670,16.00000,4.600000,0.061000,5455.00,0.79,-0.330,85.7990000
TOI-561 f,TOI-561,1,5,16.28700000,0.117400,2.320,3.00000,1.300000,0.000000,5326.00,0.81,-0.410,85.7990000
TOI-564 b,TOI-564,1,1,1.65114400,0.027340,11.433,464.98529,1.700000,0.072000,5640.00,1.00,0.143,199.5810000
TOI-628 b,TOI-628,1,1,3.40956750,0.048600,11.882,2011.86390,6.580000,0.072000,6250.00,1.31,0.258,178.6800000
TOI-640 b,TOI-640,1,1,5.00377750,0.066080,19.851,279.69040,0.195000,0.050000,6460.00,1.54,0.072,341.9970000
TOI-674 b,TOI-674,1,1,1.97714300,0.025000,5.250,23.60000,0.910000,0.000000,3514.00,0.42,0.170,46.0851000
TOI-677 b,TOI-677,1,1,11.23660000,0.103800,13.115,392.83788,0.957000,0.435000,6295.00,1.18,0.000,141.8120000
TOI-700 b,TOI-700,1,3,9.97702000,0.067700,1.037,1.11000,5.470000,0.081000,3461.00,0.41,-0.070,31.1265000
TOI-700 c,TOI-700,1,3,16.05111000,0.092900,2.650,7.51000,2.220000,0.078000,3461.00,0.41,-0.070,31.1265000
TOI-700 d,TOI-700,1,3,37.42475000,0.163300,1.144,1.57000,5.760000,0.111000,3461.00,0.41,-0.070,31.1265000
TOI-763 b,TOI-763,1,2,5.60570000,0.060000,2.280,9.79000,4.510000,0.040000,5450.00,0.92,0.010,95.1274000
TOI-763 c,TOI-763,1,2,12.27370000,0.101100,2.630,9.32000,2.820000,0.040000,5450.00,0.92,0.010,95.1274000
TOI-776 b,TOI-776,1,2,8.24661000,0.065200,1.850,4.00000,3.400000,0.060000,3709.00,0.54,-0.200,27.1701000
TOI-776 c,TOI-776,1,2,15.66530000,0.100000,2.020,5.30000,3.500000,0.040000,3709.00,0.54,-0.200,27.1701000
TOI-813 b,TOI-813,1,1,83.89110000,0.423000,6.710,36.40000,0.662000,0.000000,5907.00,1.32,0.100,263.1450000
TOI-824 b,TOI-824,1,1,1.39297800,0.021770,2.926,18.46700,4.030000,,4600.00,0.71,-0.092,63.9262000
TOI-833 b,TOI-833,1,1,1.04187770,0.017100,1.270,2.15000,5.770000,,3920.00,0.61,,41.7148000
TOI-837 b,TOI-837,1,1,8.32487620,,8.631,381.39600,,0.000000,6047.00,1.12,-0.069,142.4880000
TOI-849 b,TOI-849,1,1,0.76552414,0.015980,3.444,39.09000,5.200000,0.000000,5373.80,0.93,0.190,225.7340000
TOI-892 b,TOI-892,1,1,10.62656000,0.092000,11.994,301.93850,0.962000,0.125000,6261.00,1.28,0.240,340.5430000
TOI-905 b,TOI-905,1,1,3.73949400,0.046660,13.126,211.99261,0.515000,0.024000,5570.00,0.97,0.140,158.6490000
TOI-942 b,TOI-942,3,2,4.32419000,0.047960,4.810,826.35800,,0.000000,4928.00,0.79,-0.221,152.6010000
TOI-942 c,TOI-942,3,2,10.15643000,0.084700,5.790,794.57500,,0.000000,4928.00,0.79,-0.221,152.6010000
TOI-954 b,TOI-954,1,1,3.68497290,0.049630,9.550,55.30242,0.350000,0.140000,5710.00,1.20,0.215,238.7680000
TRAPPIST-1 b,TRAPPIST-1,1,7,1.51082600,0.011540,1.116,1.37400,5.441939,0.006220,2566.00,0.09,0.040,12.4298888
TRAPPIST-1 c,TRAPPIST-1,1,7,2.42193700,0.015800,1.097,1.30800,5.463993,0.006540,2566.00,0.09,0.040,12.4298888
TRAPPIST-1 d,TRAPPIST-1,1,7,4.04921900,0.022270,0.788,0.38800,4.366784,0.008370,2566.00,0.09,0.040,12.4298888
TRAPPIST-1 e,TRAPPIST-1,1,7,6.10101300,0.029250,0.920,0.69200,4.901605,0.005100,2566.00,0.09,0.040,12.4298888
TRAPPIST-1 f,TRAPPIST-1,1,7,9.20754000,0.038490,1.045,1.03900,5.022904,0.010070,2566.00,0.09,0.040,12.4298888
TRAPPIST-1 g,TRAPPIST-1,1,7,12.35244600,0.046830,1.129,1.32100,5.055986,0.002080,2566.00,0.09,0.040,12.4298888
TRAPPIST-1 h,TRAPPIST-1,1,7,18.77286600,0.061890,0.755,0.32600,4.162780,0.005670,2566.00,0.09,0.040,12.4298888
TYC 0434-04538-1 b,TYC 0434-04538-1,1,1,193.20000000,0.660000,12.700,1938.76300,5.200000,0.080000,4679.00,1.04,-0.380,613.4220000
TYC 1422-614-1 b,TYC 1422-614-1,1,2,198.40000000,0.690000,13.300,794.50000,1.860000,0.060000,4806.00,1.15,-0.200,672.4100000
TYC 1422-614-1 c,TYC 1422-614-1,1,2,559.30000000,1.370000,12.500,3178.00000,8.940000,0.048000,4806.00,1.15,-0.200,672.4100000
TYC 3318-01333-1 b,TYC 3318-01333-1,1,1,562.00000000,1.414000,13.100,1086.97860,2.660000,0.098000,4776.00,1.19,-0.060,490.6100000
TYC 3667-1280-1 b,TYC 3667-1280-1,1,1,26.46800000,0.210000,12.800,1716.28200,4.500000,0.036000,5130.00,1.87,-0.080,477.5160000
TYC 4282-00605-1 b,TYC 4282-00605-1,1,1,101.54000000,0.422000,12.400,3426.20740,9.870000,0.280000,4300.00,0.97,-0.070,464.1280000
TYC 8998-760-1 b,TYC 8998-760-1,1,2,,162.000000,12.300,4449.62000,13.100000,,4573.00,1.00,,94.6177000
TYC 8998-760-1 c,TYC 8998-760-1,1,2,,320.000000,12.330,1906.98000,5.590000,,4573.00,1.00,,94.6177000
Teegarden's Star b,Teegarden's Star,1,2,4.91000000,0.025200,1.020,1.05000,5.440000,0.000000,2904.00,0.09,-0.190,3.8307800
Teegarden's Star c,Teegarden's Star,1,2,11.40900000,0.044300,1.040,1.11000,5.420000,0.000000,2904.00,0.09,-0.190,3.8307800
TrES-1 b,TrES-1,2,1,3.03007000,0.039250,12.666,266.97720,0.712000,0.000000,5230.00,1.04,0.020,159.6580000
TrES-2 b,TrES-2,2,1,2.47063000,0.035630,15.244,473.56670,0.884000,0.000000,5850.00,1.36,-0.150,215.3200000
TrES-3 b,TrES-3,1,1,1.30618581,0.022820,14.975,607.03000,0.994000,0.000000,5650.00,0.93,-0.200,231.3370000
TrES-4 b,TrES-4,2,1,3.55395000,0.050840,18.046,247.90740,0.099000,0.000000,6200.00,1.08,0.140,515.9800000
TrES-5 b,TrES-5,1,1,1.48224686,0.024590,13.384,568.91570,1.310000,0.030000,5171.00,0.90,0.200,360.3130000
UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,1,1,,4.180000,13.700,407.00000,0.870000,,,0.81,,6300.0000000
USco CTIO 108 b,USco CTIO 108,1,1,,670.000000,12.300,4449.62000,13.100000,,2700.00,0.06,,144.0190000
USco1556 b,USco1556 A,1,1,,3500.000000,12.300,4767.45000,14.100000,,3410.00,0.33,,140.6350000
USco1621 b,USco1621 A,1,1,,2880.000000,12.200,5085.28000,15.400000,,3460.00,0.36,,137.9010000
UZ For b,UZ For,2,2,5840.00000000,5.900000,,2002.20000,,0.040000,5286.90,0.70,,239.6038748
UZ For c,UZ For,2,2,1916.25000000,2.800000,,2447.20000,,0.050000,5286.90,0.70,,239.6038748
V0391 Peg b,V0391 Peg,1,1,1170.00000000,1.700000,13.100,1017.05600,2.490000,0.000000,29300.00,0.50,,1195.9800000
V1298 Tau b,V1298 Tau,1,4,24.13960000,0.168800,10.270,74.90000,0.380000,0.290000,4970.00,1.10,0.139,108.1990000
V1298 Tau c,V1298 Tau,1,4,8.24958000,0.082500,5.590,26.70000,0.840000,0.430000,4962.28,1.10,0.139,108.1990000
V1298 Tau d,V1298 Tau,1,4,12.40320000,0.108300,6.410,33.60000,0.701000,0.210000,4962.28,1.10,0.139,108.1990000
V1298 Tau e,V1298 Tau,1,4,60.00000000,0.308000,8.740,57.00000,0.469000,0.570000,4962.28,1.10,0.139,108.1990000
V830 Tau b,V830 Tau,1,1,4.92700000,0.057000,14.000,222.48100,0.446000,0.000000,4250.00,1.00,-0.080,130.1110000
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,2,1,,102.000000,12.400,3559.69600,10.300000,,2620.00,0.07,,12.7000000
WASP-1 b,WASP-1,2,1,2.51994540,0.038890,16.623,271.41500,0.348000,0.000000,6110.00,1.24,0.170,393.0720000
WASP-10 b,WASP-10,1,1,3.09276160,0.037810,12.106,1001.12000,4.140000,0.047300,4675.00,0.75,0.050,140.9980000
WASP-100 b,WASP-100,2,1,2.84938000,0.045740,14.908,400.46580,0.530000,0.000000,6900.00,0.77,-0.030,364.4110000
WASP-101 b,WASP-101,1,1,3.58572000,0.050570,16.029,162.09330,0.240000,0.000000,6380.00,1.41,0.200,201.2240000
WASP-103 b,WASP-103,1,1,0.92554200,0.019850,17.127,473.54700,0.550000,0.150000,6110.00,1.22,0.060,375.6470000
WASP-104 b,WASP-104,2,1,1.75541370,0.029180,12.745,404.26300,1.074000,0.000000,5475.00,1.08,0.320,185.9320000
WASP-105 b,WASP-105,1,1,7.87288000,0.075000,10.761,572.09400,2.650000,0.000000,5070.00,0.89,0.280,169.2720000
WASP-106 b,WASP-106,1,1,9.28971000,0.091700,11.433,514.88460,1.860000,0.000000,6055.00,0.93,-0.090,352.1810000
WASP-107 b,WASP-107,1,2,5.72147420,0.055000,10.536,30.50000,0.134000,0.060000,4425.00,0.68,0.020,64.7414000
WASP-107 c,WASP-107,1,2,1088.00000000,,13.200,115.00000,0.275000,0.280000,4425.00,0.68,0.020,64.7414000
WASP-11 b,WASP-11,3,1,3.72247000,0.043500,12.442,251.08570,0.632000,0.000000,4800.00,1.42,0.000,124.7300000
WASP-110 b,WASP-110,1,1,3.77840121,,13.877,162.09249,0.333000,0.000000,5400.00,0.95,-0.060,274.9600000
WASP-113 b,WASP-113,1,1,4.54216875,0.058850,15.793,150.96925,0.228000,0.000000,5890.00,1.32,0.100,435.1560000
WASP-114 b,WASP-114,2,1,1.54877430,0.028510,15.009,562.24127,0.970000,0.012000,5940.00,1.29,0.140,523.3370000
WASP-117 b,WASP-117,1,1,10.02165000,0.094590,11.882,95.34900,0.344500,0.300000,6040.00,1.29,-0.110,157.9630000
WASP-118 b,WASP-118,1,1,4.04604350,0.054530,16.141,163.36462,0.233000,0.000000,6410.00,1.32,0.160,376.6580000
WASP-119 b,WASP-119,1,1,2.49979000,0.036300,15.693,390.93090,0.700000,0.058000,5650.00,1.02,0.140,302.4480000
WASP-12 b,WASP-12,3,1,1.09142000,0.023200,21.712,465.62095,0.267000,0.044700,6360.00,1.43,0.070,427.2460000
WASP-120 b,WASP-120,1,1,3.61127060,0.051400,16.511,1541.47550,2.000000,0.057000,6450.00,1.39,-0.050,381.1740000
WASP-121 b,WASP-121,1,1,1.27492504,0.025960,19.649,367.72747,0.266000,0.000000,6776.00,1.36,0.130,269.8980000
WASP-123 b,WASP-123,2,1,2.97764120,0.042630,14.773,285.72917,0.521000,0.000000,5740.00,1.17,0.180,197.9960000
WASP-124 b,WASP-124,1,1,3.37265000,0.044900,13.899,190.69800,0.430000,0.017000,6050.00,1.07,-0.020,448.6370000
WASP-126 b,WASP-126,1,2,3.28883000,0.044900,10.435,90.30000,0.410000,0.180000,5800.00,1.12,0.207,216.5260000
WASP-126 c,WASP-126,1,2,7.63000000,,9.380,64.20000,0.427000,0.050000,5800.00,1.12,0.207,216.5260000
WASP-127 b,WASP-127,2,1,4.17806203,0.048400,14.695,52.34660,0.097000,0.000000,5620.00,0.95,-0.193,159.5070000
WASP-129 b,WASP-129,2,1,5.74814500,0.062800,10.424,317.83000,1.600000,0.096000,5900.00,1.00,0.150,301.4620000
WASP-13 b,WASP-13,1,1,4.35301000,0.053620,13.675,114.41880,0.222000,0.000000,5950.00,0.72,0.000,227.5370000
WASP-130 b,WASP-130,1,1,11.55098000,0.101200,9.976,390.93090,2.340000,0.000000,5625.00,1.04,0.260,172.2560000
WASP-131 b,WASP-131,1,1,5.32202300,0.060700,13.675,85.81410,0.200000,0.000000,6030.00,1.06,-0.180,200.0750000
WASP-132 b,WASP-132,1,1,7.13352100,0.067000,9.752,130.31030,0.840000,0.000000,4775.00,0.80,0.220,122.9100000
WASP-133 b,WASP-133,1,1,2.17642300,0.034500,13.563,368.68280,0.880000,0.170000,5700.00,1.16,0.290,559.0840000
WASP-135 b,WASP-135,1,1,1.40137940,0.024300,14.572,603.87700,1.160000,0.000000,5675.00,0.98,0.020,298.2140000
WASP-136 b,WASP-136,1,1,5.21535700,0.066100,15.468,479.92330,0.773000,,6260.00,1.41,-0.180,275.5870000
WASP-138 b,WASP-138,1,1,3.63443300,0.049400,12.218,387.75260,1.200000,,6272.00,1.22,-0.090,414.2340000
WASP-139 b,WASP-139,2,1,5.92426200,0.062000,8.967,37.18611,0.310000,0.000000,5310.00,0.92,0.200,212.4720000
WASP-14 b,WASP-14,3,1,2.24375000,0.037000,15.468,2809.61720,2.250000,0.090000,6475.00,1.62,0.000,161.9970000
WASP-140 b,WASP-140,2,1,2.23598350,0.032300,16.141,775.50520,1.100000,0.047000,5260.00,0.90,0.120,117.5980000
WASP-141 b,WASP-141,1,1,3.31065100,0.046900,13.563,854.96270,1.980000,0.000000,5900.00,1.25,0.290,516.5430000
WASP-142 b,WASP-142,1,1,2.05286800,0.034700,17.150,266.97720,0.310000,0.000000,6010.00,1.33,0.260,730.9330000
WASP-144 b,WASP-144,1,1,2.27831520,0.031600,9.528,139.84520,0.950000,0.000000,5200.00,0.81,0.180,355.5130000
WASP-145 A b,WASP-145 A,2,1,1.76903810,0.026100,10.088,282.86870,1.600000,0.000000,4900.00,0.76,-0.040,91.2990000
WASP-147 b,WASP-147,1,1,4.60273000,0.054900,12.498,87.40325,0.263000,0.000000,5702.00,1.04,0.092,436.0980000
WASP-148 b,WASP-148,1,2,8.80381000,0.084500,8.093,92.48853,0.960000,0.220000,5460.00,1.00,0.110,246.3530000
WASP-148 c,WASP-148,1,2,34.51600000,0.210100,14.000,127.13200,0.255000,0.359000,5460.00,1.00,0.110,246.3530000
WASP-15 b,WASP-15,1,1,3.75210000,0.051650,15.805,171.62820,0.263000,0.000000,6300.00,1.18,-0.170,282.0910000
WASP-150 b,WASP-150,1,1,5.64420700,0.069400,11.994,2688.84180,8.540000,0.377500,6218.00,1.39,0.156,527.9950000
WASP-151 b,WASP-151,1,1,4.53347750,0.055000,13.305,100.43378,0.250651,0.000000,5871.00,1.08,0.100,453.0990000
WASP-153 b,WASP-153,1,1,3.33260900,0.048000,17.374,123.95370,0.150000,0.009000,5914.00,1.34,0.340,610.1760000
WASP-156 b,WASP-156,1,1,3.83616900,0.045300,5.717,40.68224,1.300000,0.007000,4910.00,0.84,0.240,122.0660000
WASP-157 b,WASP-157,1,1,3.95162300,0.049900,11.190,182.43442,0.640000,0.000000,5772.00,1.06,0.250,334.0370000
WASP-158 b,WASP-158,1,1,3.65633300,0.051700,11.994,886.74570,3.100000,0.000000,6350.00,1.38,0.240,524.9930000
WASP-159 b,WASP-159,1,1,3.84040100,0.053800,15.468,174.80650,0.280000,0.000000,6120.00,1.41,0.220,715.3830000
WASP-16 b,WASP-16,1,1,3.11860000,0.041500,13.675,394.10920,0.572000,0.000000,5700.00,1.78,0.010,194.1340000
WASP-160 B b,WASP-160 B,2,1,3.76849520,0.045200,12.218,88.35674,0.284000,0.000000,5298.00,0.87,0.270,288.3260000
WASP-161 b,WASP-161,1,1,5.40604250,0.067300,12.812,791.39670,2.200000,,6400.00,1.39,0.160,343.0800000
WASP-162 b,WASP-162,1,1,9.62468000,0.087100,11.209,1652.71600,6.900000,0.434000,5300.00,0.95,0.280,310.8410000
WASP-163 b,WASP-163,1,1,1.60968840,0.026600,13.473,594.34210,1.420000,,5500.00,0.97,-0.340,261.3860000
WASP-164 b,WASP-164,1,1,1.77712550,0.028180,12.644,676.97790,1.960000,0.000000,5806.00,0.95,-0.010,327.5060000
WASP-165 b,WASP-165,1,1,3.46550900,0.048230,14.123,209.13214,0.440000,0.000000,5599.00,1.25,0.330,602.2360000
WASP-166 b,WASP-166,1,1,5.44354000,0.064100,7.062,32.10083,0.540000,0.000000,6050.00,1.19,0.190,114.1730000
WASP-167 b,WASP-167,1,1,2.02195960,0.036500,17.710,2542.64000,,,7000.00,1.59,0.100,423.5520000
WASP-168 b,WASP-168,2,1,4.15365800,0.051900,16.814,133.48860,0.160000,0.000000,6000.00,1.08,-0.010,303.9410000
WASP-169 b,WASP-169,1,1,5.61141180,0.068100,14.617,178.30263,0.330000,0.000000,6110.00,1.34,0.060,627.0660000
WASP-17 b,WASP-17,1,1,3.73543000,0.051500,20.961,247.90740,0.082000,0.000000,6550.00,2.28,-0.250,405.9080000
WASP-170 b,WASP-170,1,1,2.34478022,0.033700,12.285,508.52800,1.600000,,5600.00,0.93,0.220,305.6030000
WASP-171 b,WASP-171,1,1,3.81862440,0.050400,10.985,344.52772,1.500000,0.000000,5965.00,1.17,0.040,757.8400000
WASP-172 b,WASP-172,1,1,5.47743300,0.069400,17.598,149.38010,0.160000,0.000000,6900.00,1.49,-0.100,538.1100000
WASP-173 A b,WASP-173 A,2,1,1.38665318,0.024800,13.451,1172.79270,2.840000,0.000000,5800.00,1.05,0.160,232.9800000
WASP-174 b,WASP-174,1,1,4.23370050,0.055030,16.107,104.88337,0.135000,0.000000,6399.00,1.24,0.060,410.1490000
WASP-175 b,WASP-175,1,1,3.06529070,0.044030,13.540,314.65170,0.740000,0.000000,6229.00,1.21,0.150,539.3600000
WASP-176 b,WASP-176,1,1,3.89905200,0.053500,16.870,271.74465,0.310000,0.000000,5941.00,1.34,0.164,568.4200000
WASP-177 b,WASP-177,1,1,3.07172200,0.039570,17.710,161.45764,0.172000,,5017.00,0.88,0.250,176.8180000
WASP-178 b,WASP-178,1,1,3.34482850,0.055800,20.288,527.59780,0.370000,0.000000,9360.00,2.07,0.210,427.6780000
WASP-18 b,WASP-18,2,2,0.94145223,0.020240,13.899,3241.84975,6.600000,0.005100,6432.00,1.29,0.107,123.4830000
WASP-18 c,WASP-18,2,2,2.15580000,0.035000,8.580,55.20000,0.480000,0.015000,6400.00,1.22,0.190,123.4830000
WASP-180 A b,WASP-180 A,2,1,3.40926400,0.048000,13.899,286.04700,0.610000,0.000000,6600.00,1.30,0.100,253.9850000
WASP-181 b,WASP-181,1,1,4.51950640,0.054270,13.271,95.03117,0.237000,,5839.00,1.04,0.090,437.4950000
WASP-182 b,WASP-182,1,1,3.37698480,0.045100,9.528,47.03884,0.318000,0.000000,5638.00,1.08,0.270,327.6020000
WASP-183 b,WASP-183,1,1,4.11177710,0.046320,16.477,159.55066,0.210000,,5313.00,0.78,-0.310,325.3770000
WASP-184 b,WASP-184,1,1,5.18170000,0.062700,14.908,181.16310,0.320000,0.000000,6000.00,1.23,0.120,663.2310000
WASP-185 b,WASP-185,1,1,9.38755000,0.090400,14.011,311.47340,0.660000,0.240000,5900.00,1.12,-0.020,279.3500000
WASP-186 b,WASP-186,1,1,5.02679900,0.060000,12.442,1341.24260,3.821000,0.330000,6361.00,1.22,-0.080,278.5140000
WASP-187 b,WASP-187,1,1,5.14787800,0.065300,18.383,254.26400,0.224000,0.000000,6150.00,1.54,0.000,371.4140000
WASP-19 b,WASP-19,1,1,0.78883852,0.016520,15.861,366.77398,0.506000,0.012600,5616.00,0.97,0.040,268.3250000
WASP-190 b,WASP-190,1,1,5.36775300,0.066300,12.890,317.83000,0.815000,0.000000,6400.00,1.35,-0.020,542.2510000
WASP-192 b,WASP-192,1,1,2.87867650,0.040800,13.787,731.00900,1.620000,0.000000,5910.00,1.09,0.140,508.8850000
WASP-2 b,WASP-2,2,1,2.15217500,0.031440,12.117,295.89973,0.914000,0.005400,5180.00,0.90,0.120,153.2420000
WASP-20 b,WASP-20,2,1,4.89962840,0.060000,16.388,98.84100,0.132000,0.000000,5940.00,1.20,-0.008,211.8770000
WASP-21 b,WASP-21,1,1,4.32248200,0.052000,11.990,95.34500,0.320000,0.000000,5800.00,1.01,-0.220,258.4260000
WASP-22 b,WASP-22,1,1,3.53269000,0.047000,13.787,212.94610,0.444000,0.020000,6000.00,1.46,-0.050,317.6520000
WASP-23 b,WASP-23,1,1,2.94442560,0.037600,10.783,280.95000,1.170000,0.062000,5150.00,0.78,0.050,207.4900000
WASP-24 b,WASP-24,3,1,2.34121000,0.036510,15.468,394.10920,0.622000,0.000000,6075.00,1.43,0.000,322.1140000
WASP-25 b,WASP-25,1,1,3.76483000,0.047300,11.994,139.84520,0.382000,0.000000,5750.00,0.67,-0.050,211.4160000
WASP-26 b,WASP-26,2,1,2.75660000,0.040000,13.563,270.15550,0.703000,0.000000,6034.00,0.86,0.160,252.7590000
WASP-28 b,WASP-28,1,1,3.40883495,0.044200,13.664,282.54945,0.651163,0.000000,6084.00,0.99,-0.200,348.4940000
WASP-29 b,WASP-29,1,1,3.92273000,0.045700,8.631,73.10090,0.650000,0.030000,4800.00,0.77,0.110,87.5953000
WASP-3 b,WASP-3,3,1,1.84683000,0.031500,15.917,772.32690,0.890000,0.000000,6400.00,1.62,0.000,231.1610000
WASP-31 b,WASP-31,1,1,3.40590960,0.046590,17.363,151.91600,0.172000,0.000000,6302.00,1.16,0.200,383.8290000
WASP-32 b,WASP-32,1,1,2.71866000,0.039400,10.761,835.89290,3.240000,0.000000,6140.00,0.72,-0.130,275.9940000
WASP-33 b,WASP-33,2,1,1.21987000,0.023900,17.856,665.21819,0.689000,0.000000,7430.00,1.50,0.100,121.9440000
WASP-34 b,WASP-34,1,1,4.31768000,0.052400,11.209,177.98480,0.412000,0.040000,5700.00,0.96,-0.020,132.0960000
WASP-35 b,WASP-35,1,1,3.16158000,0.043170,14.572,225.65930,0.378000,0.000000,5990.00,1.05,-0.150,202.2180000
WASP-36 b,WASP-36,2,1,1.53736596,0.026770,14.874,750.39663,1.260000,0.019000,5959.00,1.08,-0.260,386.3460000
