pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,st_teff,st_mass,st_met,sy_dist
NGTS-14 A b,NGTS-14 A,2,1,3.53571730,0.040300,4.977,29.24036,1.395000,0.000000,5187.00,0.90,0.100,322.1480000
NGTS-15 b,NGTS-15,1,1,3.27623000,0.044100,12.330,238.68913,0.740000,0.000000,5600.00,0.99,0.150,786.4850000
NGTS-16 b,NGTS-16,1,1,4.84532000,0.052300,14.572,211.99155,0.380000,0.000000,5550.00,1.00,0.350,898.1680000
NGTS-17 b,NGTS-17,1,1,3.24253000,0.039100,13.899,242.82090,0.500000,0.000000,5650.00,1.02,0.150,1040.2800000
NGTS-18 b,NGTS-18,1,1,3.05125000,0.044800,13.563,129.99182,0.280000,0.000000,5610.00,1.00,0.150,1096.1900000
NGTS-2 b,NGTS-2,1,1,4.51116400,0.063000,17.878,235.19420,0.226000,0.000000,6478.00,1.64,-0.060,356.3910000
NGTS-3 A b,NGTS-3 A,2,1,1.67537280,0.023000,16.589,756.43540,0.310000,,5600.00,1.02,0.120,743.9720000
NGTS-4 b,NGTS-4,1,1,1.33735080,0.019000,3.180,20.60000,3.450000,0.000000,5143.00,0.75,-0.280,280.5550000
NGTS-5 b,NGTS-5,1,1,3.35698660,0.038200,12.733,72.78307,0.194000,0.000000,4987.00,0.66,0.120,306.7790000
NGTS-6 b,NGTS-6,1,1,0.88205900,0.016770,14.863,425.57437,0.711000,0.000000,4730.00,0.77,0.110,308.2620000
NGTS-8 b,NGTS-8,1,1,2.49970000,0.035000,12.218,295.58190,0.890000,0.010000,5241.00,0.89,0.240,428.9760000
NGTS-9 b,NGTS-9,1,1,4.43527000,0.058000,11.994,921.70700,2.930000,0.060000,6330.00,1.34,0.310,609.1280000
NN Ser c,NN Ser,2,2,5573.55000000,5.350000,12.600,2329.60000,6.400000,0.080000,57000.00,0.54,,515.8180000
NN Ser d,NN Ser,2,2,2883.50000000,3.430000,13.300,731.00000,1.710000,0.190000,57000.00,0.54,,515.8180000
NSVS 14256825 b,NSVS 14256825,2,1,3225.00000000,3.120000,12.300,4497.29450,13.300000,0.120000,40000.00,0.42,,820.8770000
NY Vir b,NY Vir,2,2,3160.00000000,3.300000,13.300,730.97800,1.710000,0.150000,32780.00,0.46,,544.0240000
NY Vir c,NY Vir,2,2,8799.00000000,,12.800,1760.77820,4.610000,0.150000,32780.00,0.46,,544.0240000
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,1,1,,4.300000,13.200,830.00000,1.980000,,,0.63,,5800.0000000
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,1,1,,3.600000,13.000,1200.00000,3.000000,,,0.46,,3200.0000000
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,1,1,,3.500000,3.840,14.10000,1.370000,,,0.69,,4100.0000000
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,1,1,3285.00000000,2.600000,2.210,5.50000,2.800000,,,0.22,,6600.0000000
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,1,2,1788.50000000,2.300000,14.000,231.00000,0.463000,,,0.51,,1510.0000000
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,1,2,4927.50000000,4.500000,11.100,86.00000,0.346000,0.150000,,0.51,,1510.0000000
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,2,1,2557.00000000,2.590000,10.700,80.00000,0.359000,,,0.41,,2760.0000000
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,1,1,,2.800000,4.720,20.00000,1.050000,,,0.64,,5900.0000000
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,2,1,,15.000000,8.740,57.00000,0.469000,,,0.71,,8100.0000000
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,1,1,,1.700000,12.900,1500.00000,3.840000,,,0.37,,6800.0000000
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,1,1,,8.000000,9.010,60.00000,0.451000,,,0.41,,6100.0000000
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,1,1,,2.720000,14.200,170.00000,0.326000,,,0.26,,2570.0000000
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,1,1,,1.890000,13.900,280.00000,0.573000,,,0.21,,4380.0000000
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,1,2,,4.000000,7.720,46.10000,0.551000,,,1.06,,4019.0000000
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,1,2,,4.800000,13.900,270.00000,0.552000,,,1.06,,4019.0000000
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,1,1,,0.870000,13.400,588.00000,1.340000,,,0.02,,1760.0000000
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,1,1,,3.450000,13.200,868.00000,2.070000,,,0.44,,4970.0000000
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,1,1,,0.740000,13.600,120.00000,0.262000,,,0.34,,1300.0000000
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,1,1,,1.600000,14.300,150.00000,0.282000,,,0.29,,6700.0000000
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,1,1,,4.430000,8.390,53.10000,0.494000,,,0.40,,6320.0000000
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,1,1,,2.600000,6.560,35.00000,0.681000,,,0.57,,2600.0000000
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,1,1,,0.800000,12.300,4100.00000,12.100000,,,0.10,,3040.0000000
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,1,1,,3.600000,11.600,92.00000,0.324000,,,0.54,,3900.0000000
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,2,1,,0.702000,1.160,1.66000,5.840000,,,0.11,,911.0000000
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,1,1,,0.390000,12.500,3020.00000,8.500000,,,0.29,,3220.0000000
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,1,1,,2.600000,14.100,200.00000,0.392000,,,0.46,,6300.0000000
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,1,1,,1.800000,13.200,860.00000,2.050000,,,0.33,,6900.0000000
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,1,1,,3.110000,14.200,160.00000,0.307000,,,0.71,,4100.0000000
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,1,1,,4.400000,13.100,982.00000,2.400000,,,0.62,,2220.0000000
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,1,2,,1.500000,8.590,55.30000,0.479000,,,0.40,,6400.0000000
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,1,2,,1.700000,11.000,83.70000,0.346000,,,0.40,,6400.0000000
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,1,1,,1.750000,14.200,180.00000,0.345000,,,0.51,,6860.0000000
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,1,1,,0.730000,14.000,230.00000,0.461000,,,0.10,,8200.0000000
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,1,1,,1.600000,13.100,1100.00000,2.690000,,,0.30,,1200.0000000
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,1,1,,2.700000,4.860,21.00000,1.010000,,,0.38,,3300.0000000
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,1,1,,2.070000,13.200,807.00000,1.930000,,,0.34,,4230.0000000
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,1,1,,2.620000,4.420,17.90000,1.140000,,,0.55,,6700.0000000
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,1,1,,0.850000,14.300,138.00000,0.259000,,,0.08,,7070.0000000
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,1,1,,5.400000,13.000,1300.00000,3.250000,,,0.13,,6500.0000000
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,2,1,,6.400000,13.000,1330.00000,3.330000,,,0.72,,3410.0000000
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,1,1,,1.700000,14.300,140.00000,0.263000,,,0.30,,3730.0000000
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1,1,1224.00000000,2.170000,12.300,4253.00000,12.600000,,,0.88,,6770.0000000
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,1,1,,1.160000,1.110,1.43000,5.750000,,,0.08,,3910.0000000
OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,1,1,,3.400000,13.900,250.00000,0.512000,,,0.10,,
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,1,1,,3.913000,1.620,3.26900,4.230000,,,0.40,,4705.0000000
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,1,1,,2.424000,14.000,127.00000,0.254000,,,0.25,,5915.0000000
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,1,1,,3.500000,14.200,130.00000,0.249000,,,0.56,,5200.0000000
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,1,1,,1.800000,2.950,9.00000,1.930000,,,0.20,,5800.0000000
OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,1,1,,4.060000,14.200,160.00000,0.307000,,,0.70,,3950.0000000
OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,1,1,,3.920000,12.800,1760.00000,4.610000,,,0.55,,5670.0000000
OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,1,1,,2.730000,13.100,959.84179,2.350000,,,0.45,,7250.0000000
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,1,1,,1.020000,13.500,505.00000,1.130000,,,0.21,,
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,1,1,,3.040000,12.400,3585.00000,10.300000,,,0.81,,3930.0000000
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,1,1,,1.180000,1.940,4.43000,3.330000,,,0.23,,860.0000000
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,1,1,,0.590000,14.000,240.00000,0.481000,,,0.04,,7490.0000000
OGLE-2018-BLG-0383L b,OGLE-2018-BLG-0383L,1,1,,1.800000,2.410,6.40000,2.510000,,,0.10,,7700.0000000
OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,1,1,,1.064000,2.370,6.22800,2.570000,,,0.20,,773.0000000
OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,1,1,,2.720000,12.300,101.70509,0.300000,,,0.25,,7060.0000000
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,1,1,,0.970000,3.810,13.93000,1.380000,,,0.23,,5650.0000000
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,1,1,,0.630000,1.820,3.96000,3.610000,,,0.12,,7580.0000000
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,1,1,5480.00000000,5.000000,12.900,1500.00000,3.840000,0.000000,5912.00,1.00,-0.240,3200.0000000
OGLE-2018-BLG-0962L b,OGLE-2018-BLG-0962L,1,1,,3.590000,13.600,425.89007,0.930000,,,0.54,,6500.0000000
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,1,2,,1.800000,13.500,570.00000,1.270000,,,0.18,,7100.0000000
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,1,2,,0.800000,13.200,890.00000,2.130000,,,0.18,,7100.0000000
OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,1,1,,1.540000,2.830,8.40000,2.040000,,,0.37,,7400.0000000
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,1,1,,4.510000,14.100,210.00000,0.412000,,,1.11,,2510.0000000
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,1,1,,3.300000,14.000,240.00000,0.481000,,,0.43,,6220.0000000
OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,2,1,,2.800000,12.900,1400.00000,3.580000,,,0.42,,7600.0000000
OGLE-2019-BLG-0299L b,OGLE-2019-BLG-0299L,1,1,,2.800000,12.700,1976.89269,5.300000,,,0.59,,5830.0000000
OGLE-2019-BLG-0304L b,OGLE-2019-BLG-0304L,2,1,,1.230000,14.200,162.09249,0.311000,,,0.27,,6980.0000000
OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,1,1,,2.650000,12.300,4513.16338,13.300000,,,0.80,,3630.0000000
OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,1,1,,1.900000,1.390,2.50000,5.120000,,,0.50,,980.0000000
OGLE-TR-10 b,OGLE-TR-10,1,1,3.10127800,0.043400,14.011,197.04600,0.400000,0.820000,5950.00,1.14,0.280,1344.9700000
OGLE-TR-111 b,OGLE-TR-111,1,1,4.01444630,0.047300,11.422,174.79900,0.650000,0.540000,5040.00,0.82,0.190,1068.3300000
OGLE-TR-113 b,OGLE-TR-113,1,1,1.43247520,0.022890,12.251,400.44900,1.200000,0.150000,4790.00,0.78,0.090,566.4590000
OGLE-TR-132 b,OGLE-TR-132,1,1,1.68986800,0.030350,13.450,375.02000,0.850000,0.600000,6210.00,1.30,0.370,2012.6200000
OGLE-TR-182 b,OGLE-TR-182,1,1,3.97910000,0.051000,12.666,320.99500,0.410000,0.000000,5924.00,1.14,0.370,2501.7500000
OGLE-TR-211 b,OGLE-TR-211,1,1,3.67724000,0.051000,15.244,327.35100,0.420000,0.000000,6325.00,1.33,0.110,1515.2600000
OGLE-TR-56 b,OGLE-TR-56,1,1,1.21191890,0.023830,15.278,441.77000,0.680000,0.670000,6050.00,1.17,0.250,282.8391387
OGLE2-TR-L9 b,OGLE2-TR-L9,1,1,2.48553350,0.030800,18.046,1430.17500,1.250000,,6933.00,1.52,-0.050,1627.6300000
Oph 11 b,Oph 11,1,1,7300000.00000000,243.000000,12.300,4449.62000,13.100000,,2375.00,0.02,,136.1655920
PDS 70 b,PDS 70,1,2,43500.00000000,20.000000,30.488,953.49000,0.185000,0.190000,3972.00,0.76,-0.110,113.0640000
PDS 70 c,PDS 70,1,2,,34.000000,22.866,635.66000,0.292000,0.110000,3972.00,0.76,-0.110,113.0640000
PH1 b,PH1,4,1,138.31700000,0.652000,6.180,169.00000,,0.070200,6407.00,1.53,0.210,1033.1600000
PH2 b,PH2,1,1,282.52550000,0.828000,10.120,25426.40000,,0.410000,5629.00,0.94,-0.078,343.8630000
POTS-1 b,POTS-1,1,1,3.16062960,0.037340,10.548,734.16000,3.440000,,4400.00,0.69,-0.030,747.9590000
PSR B0329+54 b,PSR B0329+54,1,1,10140.00000000,10.260000,1.220,1.97000,5.960000,0.236000,,1.44,,504.9331206
PSR B1257+12 b,PSR B1257+12,1,3,25.26200000,0.190000,0.338,0.02000,2.850000,0.000000,,1.40,,600.0000000
PSR B1257+12 c,PSR B1257+12,1,3,66.54190000,0.360000,1.910,4.30000,3.390000,0.018600,,1.40,,600.0000000
PSR B1257+12 d,PSR B1257+12,1,3,98.21140000,0.460000,1.800,3.90000,3.670000,0.026400,,1.40,,600.0000000
PSR B1620-26 b,PSR B1620-26,2,1,,23.000000,13.300,794.57500,1.860000,,,1.35,,
PSR J1719-1438 b,PSR J1719-1438,1,1,0.09070629,0.004400,,382.80000,23.000000,0.060000,4500.00,1.40,,1200.0000000
PSR J2322-2650 b,PSR J2322-2650,1,1,0.32296400,0.010200,13.900,252.64307,1.840000,0.001700,,1.40,,230.0000000
Pr0201 b,Pr0201,1,1,4.42640000,0.060000,14.200,171.62820,0.329000,0.000000,6174.00,1.24,0.190,180.6400000
Pr0211 b,Pr0211,2,2,2.14610000,0.031760,13.400,597.52040,1.360000,0.011000,5300.00,0.94,0.180,182.7140000
Pr0211 c,Pr0211,2,2,4850.00000000,5.500000,12.600,2475.89570,6.800000,0.710000,5300.00,0.94,0.180,182.7140000
Proxima Cen b,Proxima Cen,3,1,11.18600000,0.048500,1.080,1.27000,5.540000,0.350000,3050.00,0.12,,1.3011900
Qatar-1 b,Qatar-1,1,1,1.42002420,0.023320,12.812,411.27202,1.076000,0.000000,5013.00,0.84,0.171,185.6150000
Qatar-10 b,Qatar-10,1,1,1.64532100,0.028600,17.295,233.92288,0.248000,0.000000,6124.00,1.16,0.016,559.0680000
Qatar-2 b,Qatar-2,1,1,1.33711647,0.021530,14.056,792.63500,1.573000,0.000000,4645.00,0.74,0.020,181.3740000
Qatar-3 b,Qatar-3,1,1,2.50792040,0.037830,12.285,1369.84730,4.000000,0.000000,6007.00,1.15,-0.041,735.6010000
Qatar-4 b,Qatar-4,1,1,1.80535640,0.028030,12.722,1938.76300,5.100000,0.000000,5215.00,0.90,0.103,329.0360000
Qatar-5 b,Qatar-5,1,1,2.87923190,0.041270,12.408,1373.02560,3.950000,0.000000,5747.00,1.13,0.377,367.6580000
Qatar-6 b,Qatar-6,2,1,3.50619500,0.042300,11.904,212.31044,0.692000,0.000000,5052.00,0.82,-0.025,100.8480000
Qatar-7 b,Qatar-7,1,1,2.03204600,0.035200,19.055,597.52040,0.502000,0.000000,6387.00,1.41,0.276,705.9810000
Qatar-8 b,Qatar-8,1,1,3.71495000,0.047400,14.404,117.91493,0.216000,0.000000,5738.00,1.03,0.025,281.4980000
Qatar-9 b,Qatar-9,1,1,1.54073100,0.023400,11.310,378.21770,1.430000,0.000000,4309.00,0.72,0.252,213.7710000
ROXs 12 b,ROXs 12,2,1,,210.000000,12.200,5085.00000,15.400000,0.830000,3850.00,0.87,0.140,136.6500000
ROXs 42 B b,ROXs 42 B,2,1,,157.000000,12.500,2860.00000,8.050000,0.580000,3433.00,1.00,,143.5900000
RR Cae b,RR Cae,2,1,4343.50000000,5.300000,13.000,1334.88600,3.340000,0.000000,3904.00,0.44,,21.1916000
Ross 128 b,Ross 128,1,1,9.86580000,0.049600,1.110,1.40000,5.630000,0.116000,3192.00,0.17,-0.020,3.3745400
Ross 458 c,Ross 458,2,1,,1100.000000,14.011,1906.98000,3.810000,,3646.00,0.56,,11.5094000
SR 12 AB c,SR 12 AB,2,1,,,12.300,4131.62000,12.200000,,3828.93,,,112.3172158
SWEEPS-11 b,SWEEPS-11,1,1,1.79600000,0.030000,12.666,3082.82000,8.340000,,,1.10,,8500.0000000
SWEEPS-4 b,SWEEPS-4,1,1,4.20000000,0.055000,9.079,1207.70000,8.870000,,,1.24,,8500.0000000
TAP 26 b,TAP 26,1,1,10.79000000,0.096800,13.500,527.59780,1.180000,,4620.00,1.04,-0.199,121.4020000
TCP J05074264+2447555 b,TCP J05074264+2447555,1,1,,0.940000,4.720,20.00000,1.050000,,5805.00,0.59,,505.0000000
TIC 172900988 b,TIC 172900988 Aa,2,1,200.45200000,0.902810,11.250,942.00000,3.640000,0.027100,6050.00,1.24,0.340,250.9560000
TIC 237913194 b,TIC 237913194,1,1,15.16886500,0.120700,12.520,617.22586,1.847000,0.575000,5788.00,1.03,0.140,306.0630000
TIC 257060897 b,TIC 257060897,1,1,3.66002800,0.051000,16.701,212.94503,0.250000,0.030000,5988.00,1.32,,505.7030000
TOI-1062 b,TOI-1062,1,2,4.11296000,0.052000,2.265,10.15000,4.850000,0.177000,5328.00,0.94,0.140,82.1733000
TOI-1062 c,TOI-1062,1,2,7.97200000,0.080000,3.100,9.78000,1.800000,0.140000,5328.00,0.94,0.140,82.1733000
TOI-1064 b,TOI-1064,1,2,6.44386800,0.061520,2.587,13.50000,4.300620,0.047000,4734.00,0.75,0.050,68.0726000
TOI-1064 c,TOI-1064,1,2,12.22657400,0.094290,2.651,2.50000,0.771906,0.088000,4734.00,0.75,0.050,68.0726000
TOI-1075 b,TOI-1075,1,1,0.60473280,0.011800,1.720,3.61000,3.900000,,3921.00,0.60,,61.4592000
TOI-1130 b,TOI-1130,1,2,4.06649900,0.043940,3.650,12.90000,1.460000,0.220000,4250.00,0.68,0.200,58.2609000
TOI-1130 c,TOI-1130,1,2,8.35038100,0.070980,16.814,309.56642,0.380000,0.047000,4250.00,0.68,0.200,58.2609000
TOI-1201 b,TOI-1201,2,1,2.49198630,0.028700,2.415,6.28000,2.450000,0.000000,3476.00,0.51,0.050,37.8871000
TOI-122 b,TOI-122,1,1,5.07803000,0.039200,2.720,7.85000,2.140000,0.000000,3403.00,0.31,,62.1180000
TOI-1231 b,TOI-1231,1,1,24.24558600,0.128800,3.650,15.40000,1.740000,0.087000,3553.00,0.48,0.041,27.6227000
TOI-1235 b,TOI-1235,1,1,3.44471700,0.038260,1.694,5.90000,6.700000,0.150000,3997.00,0.63,0.330,39.6345000
TOI-125 b,TOI-125,1,3,4.65382000,0.051860,2.726,9.50000,2.570000,0.194000,5320.00,0.86,-0.020,111.0590000
TOI-125 c,TOI-125,1,3,9.15059000,0.081400,2.759,6.63000,1.730000,0.066000,5320.00,0.86,-0.020,111.0590000
TOI-125 d,TOI-125,1,3,19.98000000,0.137000,2.930,13.60000,2.980000,0.168000,5320.00,0.86,-0.020,111.0590000
TOI-1259 A b,TOI-1259 A,2,1,3.47797800,0.040700,11.456,140.16233,0.513000,0.000000,4775.00,0.74,-0.500,118.1060000
TOI-1260 b,TOI-1260,1,2,3.12748000,0.036600,2.340,8.60000,3.690000,0.000000,4227.00,0.66,-0.100,73.5977000
TOI-1260 c,TOI-1260,1,2,7.49325000,0.065600,2.820,11.80000,2.870000,0.000000,4227.00,0.66,-0.100,73.5977000
TOI-1266 b,TOI-1266,1,2,10.89484300,0.073600,2.370,13.50000,5.570000,0.090000,3600.00,0.45,-0.500,36.0118000
TOI-1266 c,TOI-1266,1,2,18.80151000,0.105800,1.560,2.20000,3.180000,0.040000,3600.00,0.45,-0.500,36.0118000
TOI-1268 b,TOI-1268,1,1,8.15772800,0.068800,8.373,53.00000,0.496000,0.120000,5257.00,0.90,0.170,109.5570000
TOI-1278 b,TOI-1278,1,1,14.47567000,0.095000,12.218,5879.82553,18.000000,0.013000,3799.00,0.54,-0.010,75.5759000
TOI-1296 b,TOI-1296,1,1,3.94437150,0.049700,13.798,94.71287,0.198000,0.055000,5603.00,1.17,0.440,323.2650000
TOI-1298 b,TOI-1298,1,1,4.53716400,0.059000,9.427,113.14691,0.743000,0.032000,5889.00,1.44,0.490,319.0360000
TOI-132 b,TOI-132,1,1,2.10970190,0.026000,3.420,22.40000,3.080000,0.059000,5397.00,0.97,0.160,163.6780000
TOI-1333 b,TOI-1333,2,1,4.72021900,0.062600,15.648,753.25710,1.080000,0.073000,6274.00,1.46,0.119,200.4920000
TOI-1338 b,TOI-1338,2,1,95.17400000,0.460700,6.850,33.00000,0.560000,0.088000,6050.00,1.13,0.010,399.0170000
TOI-1411 b,TOI-1411,1,1,1.45203580,0.023000,1.360,2.42000,5.290000,,4266.00,0.59,,32.4778000
TOI-1431 b,TOI-1431,1,1,2.65023700,0.046000,16.701,991.62463,1.170000,0.002200,7690.00,1.90,0.090,148.9250000
TOI-1442 b,TOI-1442,1,1,0.40906770,0.007100,1.170,1.71000,5.870000,,3330.00,0.29,,41.1659000
TOI-1444 b,TOI-1444,1,2,0.47026940,,1.397,3.87000,7.800000,0.000000,5430.00,0.93,0.130,125.4630000
TOI-1444 c,TOI-1444,1,2,16.06600000,,3.460,11.80000,1.570000,0.000000,5430.00,0.93,0.130,125.4630000
TOI-1478 b,TOI-1478,1,1,10.18024900,0.090300,11.882,270.47333,0.880000,0.024000,5597.00,0.95,0.078,152.8920000
TOI-150.01,TOI-150,1,1,5.85748700,0.070370,14.067,797.75330,1.680000,0.262000,6255.00,1.35,0.280,336.2670000
TOI-1518 b,TOI-1518,1,1,1.90260300,0.038900,21.017,731.00534,,0.010000,7300.00,1.79,-0.100,225.8880000
TOI-157 b,TOI-157,1,1,2.08454350,0.031380,14.415,375.03940,0.686000,0.000000,5404.00,0.95,0.240,355.6830000
TOI-1601 b,TOI-1601,1,1,5.33175100,0.068640,13.888,314.65170,0.640000,0.036000,5948.00,1.52,0.329,336.6080000
TOI-163 b,TOI-163,1,1,4.23130600,0.058000,16.690,387.75260,0.490000,0.000000,6495.00,1.44,0.220,411.7190000
TOI-1634 b,TOI-1634,2,1,0.98934300,0.015450,1.790,4.91000,4.700000,0.160000,3550.00,0.50,0.230,35.2736000
TOI-1685 b,TOI-1685,1,1,0.66914030,0.011557,1.700,3.78000,4.210000,0.000000,3434.00,0.49,-0.130,37.6153000
TOI-169 b,TOI-169,1,1,2.25544770,0.035240,12.173,251.40353,0.760000,0.000000,5880.00,1.15,0.240,407.8400000
TOI-1693 b,TOI-1693,1,1,1.76669570,0.022600,1.410,2.57000,5.040000,,3499.00,0.49,,30.7947000
TOI-172 b,TOI-172,1,1,9.47725000,0.091400,10.817,1722.63860,7.530000,0.380600,5645.00,1.13,0.148,342.8310000
TOI-1728 b,TOI-1728,1,1,3.49151000,0.039100,5.050,26.78000,1.140000,0.057000,3980.00,0.65,0.250,60.7980000
TOI-1749 b,TOI-1749,1,3,2.38839000,0.029100,1.390,57.00000,,0.140000,3985.00,0.58,-0.260,99.5561000
TOI-1749 c,TOI-1749,1,3,4.49290000,0.044300,2.120,14.00000,,0.019000,3985.00,0.58,-0.260,99.5561000
TOI-1749 d,TOI-1749,1,3,9.04970000,0.070700,2.520,15.00000,,0.062000,3985.00,0.58,-0.260,99.5561000
TOI-1759 b,TOI-1759,1,1,18.84997500,0.117600,3.060,6.80000,1.300000,0.000000,3972.00,0.61,0.100,40.0654000
TOI-178 b,TOI-178,1,6,1.91455800,0.026070,1.152,1.50000,5.400000,,4316.00,0.65,-0.230,62.6990000
TOI-178 c,TOI-178,1,6,3.23845000,0.037000,1.669,4.77000,5.620000,,4316.00,0.65,-0.230,62.6990000
TOI-178 d,TOI-178,1,6,6.55770000,0.059200,2.572,3.01000,0.976000,,4316.00,0.65,-0.230,62.6990000
TOI-178 e,TOI-178,1,6,9.96188100,0.078300,2.207,3.86000,1.980000,,4316.00,0.65,-0.230,62.6990000
TOI-178 f,TOI-178,1,6,15.23191500,0.103900,2.287,7.72000,3.600000,,4316.00,0.65,-0.230,62.6990000
TOI-178 g,TOI-178,1,6,20.70950000,0.127500,2.870,3.94000,0.915000,,4316.00,0.65,-0.230,62.6990000
TOI-1789 b,TOI-1789,1,1,3.20866400,0.048820,16.141,222.47988,0.280000,,5991.00,1.51,0.373,229.0670000
TOI-1807 b,TOI-1807,1,1,0.54937200,0.008120,1.849,4.08000,3.550000,,4757.00,0.75,-0.029,42.5775000
TOI-1842 b,TOI-1842,1,1,9.57390000,0.100100,11.657,68.01528,0.252000,,6230.00,1.46,0.220,223.4650000
TOI-1860 b,TOI-1860,1,1,1.06621070,0.020400,1.310,2.27000,5.550000,,5752.00,0.99,0.030,45.8640000
TOI-1899 b,TOI-1899,1,1,29.02000000,0.158700,12.890,209.76780,0.540000,0.118000,3841.00,0.63,0.310,128.4380000
TOI-201 b,TOI-201,1,1,52.97818000,0.300000,11.299,133.48860,0.509000,0.280000,6394.00,1.32,0.240,113.8250000
TOI-206 b,TOI-206,1,1,0.73631040,0.011200,1.300,2.24000,5.600000,,3383.00,0.35,,47.7465000
TOI-2076 b,TOI-2076,1,3,10.35566000,0.063100,3.282,10.80000,1.680000,,5187.00,0.85,-0.032,41.9091000
TOI-2076 c,TOI-2076,1,3,,0.088500,4.438,18.00000,1.130000,,5187.00,0.85,-0.032,41.9091000
TOI-2076 d,TOI-2076,1,3,,0.113800,4.140,16.00000,1.240000,,5187.00,0.85,-0.032,41.9091000
TOI-2109 b,TOI-2109,1,1,0.67247414,0.017910,15.098,1595.49860,2.550000,,6540.00,1.45,0.068,262.0410000
TOI-216.01,TOI-216,1,2,34.55600000,0.206900,11.290,200.00000,0.760000,0.029000,5026.00,0.87,0.320,177.9450000
