pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,st_teff,st_mass,st_met,sy_dist,exo_class,exo_class_ext
HD 218566 b,HD 218566,1,1,225.7,0.69,9.32,63.566,0.431,0.3,4730.0,0.76,0.28,28.8274,Gas giant,Gas giant
HD 219077 b,HD 219077,1,1,5501.0,6.22,12.5,3302.11,9.29,0.77,5362.0,1.05,-0.13,29.1864,Gas giant,Gas giant
HD 219134 b,HD 219134,1,6,3.092926,0.03876,1.602,4.74,6.34,0.0,4699.0,0.81,0.11,6.53127,Super-Earth,Super-Earth
HD 219134 c,HD 219134,1,6,6.76458,0.0653,1.511,4.36,6.95,0.062,4699.0,0.81,0.11,6.53127,Super-Earth,Super-Earth
HD 219134 d,HD 219134,1,6,46.859,0.237,1.61,16.17,,0.138,4699.0,0.81,0.11,6.53127,Neptune-like,Neptune-like
HD 219134 f,HD 219134,1,6,22.717,0.1463,1.31,7.3,,0.148,4699.0,0.81,0.11,6.53127,Neptune-like,Neptune-like
HD 219134 g,HD 219134,1,6,94.2,0.3753,3.28,10.80622,1.68,0.0,4913.0,0.79,0.08,6.53127,Neptune-like,Neptune-like
HD 219134 h,HD 219134,1,6,2247.0,3.11,12.7,108.0622,0.29,0.06,4913.0,0.79,0.08,6.53127,Gas giant,Gas giant
HD 219139 b,HD 219139,1,1,275.5,0.94,14.0,247.90616,0.496,0.11,4831.0,1.46,-0.2,104.935,Gas giant,Gas giant
HD 219415 b,HD 219415,1,1,2093.3,3.2,13.8,317.83,0.665,0.4,4820.0,1.0,-0.04,165.184,Gas giant,Gas giant
HD 219666 b,HD 219666,1,1,6.03607,0.06356,4.71,16.6,0.87,0.0,5527.0,0.92,0.04,94.1719,Neptune-like,Neptune-like
HD 219828 b,HD 219828,1,2,3.83492,0.0507,4.85,20.97678,1.01,0.101,5807.0,1.18,0.18,73.114,Neptune-like,Hot Neptune
HD 219828 c,HD 219828,1,2,4682.0,5.79,12.3,4640.318,13.7,0.8102,5807.0,1.18,0.18,73.114,Gas giant,Gas giant
HD 220074 b,HD 220074,1,1,672.09998,1.6,12.2,5288.6912,16.0,0.14,3787.0,2.2,-0.25,324.54,Gas giant,Gas giant
HD 220197 b,HD 220197,1,1,1728.0,2.729,9.32,63.566,0.431,0.187,5683.0,0.91,-0.55,64.411,Gas giant,Gas giant
HD 220689 b,HD 220689,1,1,2266.4,3.396,13.7,355.33394,0.759,0.054,5921.0,1.02,-0.07,46.8778,Gas giant,Gas giant
HD 220773 b,HD 220773,1,1,3724.7,4.94,13.6,460.8,1.01,0.51,5940.0,1.16,0.09,50.5103,Gas giant,Gas giant
HD 220842 b,HD 220842,2,1,218.47,0.74,13.1,1010.6994,2.47,0.404,5960.0,1.13,-0.17,64.6498,Gas giant,Gas giant
HD 221287 b,HD 221287,1,1,456.1,1.25,13.1,982.05,2.4,0.08,6304.0,1.25,-0.03,55.9231,Gas giant,Gas giant
HD 221416 b,HD 221416,1,1,14.2767,0.1228,9.17,60.5,0.431,0.115,5080.0,1.21,-0.08,95.5483,Gas giant,Gas giant
HD 221420 b,HD 221420,1,1,10090.0,10.15,12.0,7278.27052,23.1,0.14,5847.0,1.35,0.33,31.1415,Gas giant,Gas giant
HD 221585 b,HD 221585,1,1,1173.0,2.306,13.5,511.7063,1.14,0.123,5620.0,1.19,0.29,55.8535,Gas giant,Gas giant
HD 222076 b,HD 222076,1,1,871.0,1.83,13.5,495.8148,1.11,0.08,4806.0,1.07,0.05,91.1538,Gas giant,Gas giant
HD 222155 b,HD 222155,1,1,3999.0,5.14,13.4,673.7996,1.54,0.16,5701.0,1.21,-0.18,50.6078,Gas giant,Gas giant
HD 222582 b,HD 222582,2,1,572.38,1.34,12.6,2660.2371,7.31,0.73,5790.0,1.12,0.01,42.1586,Gas giant,Gas giant
HD 224538 b,HD 224538,1,1,1189.1,2.28,12.8,1897.4451,4.97,0.464,6097.0,1.34,0.27,79.0608,Gas giant,Gas giant
HD 224693 b,HD 224693,1,1,26.6904,0.191,14.0,222.481,0.446,0.104,5894.0,1.31,0.27,93.5015,Gas giant,Gas giant
HD 22496 b,HD 22496,1,1,5.09071,0.051,2.22,5.57,2.8,,4385.0,0.68,-0.08,13.5956,Super-Earth,Super-Earth
HD 22532 b,HD 22532,1,1,872.6,1.9,13.4,673.79622,1.54,0.03,5038.0,1.57,-0.19,161.183,Gas giant,Gas giant
HD 22781 b,HD 22781,1,1,528.07,1.167,12.3,4338.2,12.8,0.8191,5027.0,0.75,-0.37,32.6034,Gas giant,Gas giant
HD 23079 b,HD 23079,1,1,730.59998,1.6,13.2,829.5363,1.98,0.1,5974.0,1.12,-0.13,33.4591,Gas giant,Gas giant
HD 23127 b,HD 23127,1,1,1211.17,2.37,13.5,485.32641,1.08,0.406,5843.0,1.21,0.29,93.8555,Gas giant,Gas giant
HD 231701 b,HD 231701,1,1,141.63,0.567,13.7,359.1479,0.768,0.13,6101.0,1.21,0.05,108.877,Gas giant,Gas giant
HD 233604 b,HD 233604,1,1,192.0,0.747,12.7,2089.644,5.61,0.05,4791.0,1.5,-0.36,847.058,Gas giant,Gas giant
HD 233832 b,HD 233832,2,1,2058.0,2.827,13.5,565.7374,1.26,0.359,4981.0,0.71,-0.66,58.742,Gas giant,Gas giant
HD 23472 b,HD 23472,1,2,17.667,0.121,1.872,17.92,15.0,0.0,4813.0,0.75,-0.19,39.0341,Neptune-like,Neptune-like
HD 23472 c,HD 23472,1,2,29.625,0.17,2.149,17.18,9.51,0.0,4813.0,0.75,-0.19,39.0341,Neptune-like,Neptune-like
HD 23596 b,HD 23596,2,1,1561.0,2.77,12.5,2870.0049,8.07,0.27,6040.0,1.47,0.28,52.0018,Gas giant,Gas giant
HD 238090 b,HD 238090,1,1,13.671,0.0932,2.52,6.89,2.37,0.3,3933.0,0.58,-0.03,15.2354,Neptune-like,Neptune-like
HD 238914 b,HD 238914,1,1,4100.0,5.7,12.8,1906.98,5.0,0.56,4769.0,1.47,-0.25,519.452,Gas giant,Gas giant
HD 240210 b,HD 240210,1,1,501.75,1.16,12.8,1655.82,4.34,0.15,4297.0,0.82,-0.18,372.405,Gas giant,Gas giant
HD 240237 b,HD 240237,1,1,745.70001,1.92,12.2,5050.3187,15.3,0.4,3926.0,8.76,-0.25,933.377,Gas giant,Gas giant
HD 24040 b,HD 24040,1,2,3668.0,4.92,13.0,1226.8238,3.07,0.04,5802.0,1.11,0.19,46.6224,Gas giant,Gas giant
HD 24040 c,HD 24040,1,2,515.4,1.3,9.35,63.88351,0.429,0.11,5776.49,1.1,0.197,46.6224,Gas giant,Gas giant
HD 24064 b,HD 24064,1,1,535.59998,1.29,12.3,4096.8287,12.1,0.35,4052.0,1.61,-0.49,300.247,Gas giant,Gas giant
HD 24085 b,HD 24085,1,1,2.0455,0.034,3.46,11.8,1.57,0.22,6034.0,1.22,0.17,54.9004,Neptune-like,Hot Neptune
HD 25015 b,HD 25015,1,1,6019.32,6.19,12.9,1423.8784,3.64,0.39,5160.0,0.86,0.04,37.433,Gas giant,Gas giant
HD 25171 b,HD 25171,2,1,1802.29,2.971,13.9,290.81445,0.595,0.042,6125.0,1.08,-0.12,55.6146,Gas giant,Gas giant
HD 25723 b,HD 25723,1,1,457.01,1.49,13.3,794.57102,1.86,0.04,4766.0,2.12,-0.03,114.816,Gas giant,Gas giant
HD 26161 b,HD 26161,1,1,32000.0,20.4,12.3,4290.68349,12.7,0.82,6057.62,1.13,-0.009,40.9128,Gas giant,Gas giant
HD 2638 b,HD 2638,3,1,3.4442,0.04,14.3,133.4886,0.251,0.0,5186.0,0.77,0.13,54.9621,Gas giant,Hot Jupiter
HD 2685 b,HD 2685,1,1,4.12688,0.0568,16.141,371.8611,0.486,0.091,6801.0,1.43,0.02,196.852,Gas giant,Hot Jupiter
HD 26965 b,HD 26965,3,1,42.378,,2.84,8.47,2.03,0.04,5072.0,0.78,-0.42,5.03545,Neptune-like,Neptune-like
HD 27442 b,HD 27442,2,1,428.1,1.271,13.5,495.8,1.11,0.06,4846.0,1.23,0.42,18.2704,Gas giant,Gas giant
HD 27631 b,HD 27631,1,1,2198.14,3.242,13.6,474.83802,1.04,0.141,5737.0,0.94,-0.12,50.2862,Gas giant,Gas giant
HD 27894 b,HD 27894,1,3,18.02,0.125,14.1,211.35695,0.414,0.047,4875.0,0.8,0.3,43.8214,Gas giant,Gas giant
HD 27894 c,HD 27894,1,3,36.07,0.198,8.24,51.48846,0.506,0.015,4894.0,0.8,0.3,43.8214,Neptune-like,Neptune-like
HD 27894 d,HD 27894,1,3,5174.0,5.448,12.8,1721.04945,4.51,0.389,4894.0,0.8,0.3,43.8214,Gas giant,Gas giant
HD 27969 b,HD 27969,1,1,654.5,1.552,12.9,1525.57635,3.91,0.182,5966.0,1.16,0.18,67.9328,Gas giant,Gas giant
HD 28185 b,HD 28185,1,1,379.0,1.02,12.8,1875.197,4.91,0.05,5662.0,1.02,0.23,39.3809,Gas giant,Gas giant
HD 28254 b,HD 28254,2,1,1116.0,2.15,13.7,368.67,0.788,0.81,5664.0,1.06,0.06,55.2884,Gas giant,Gas giant
HD 285507 b,HD 285507,1,1,6.0881,0.06,13.8,311.4734,0.651,0.09,4503.0,0.82,0.13,45.0293,Gas giant,Hot Jupiter
HD 285968 b,HD 285968,1,1,8.7836,0.066,2.83,8.4,2.04,0.0,3703.49,0.5,-0.1,9.47045,Neptune-like,Neptune-like
HD 28678 b,HD 28678,1,1,380.2,1.18,13.5,490.09386,1.09,0.149,4972.0,1.53,-0.11,189.908,Gas giant,Gas giant
HD 29021 b,HD 29021,1,1,1362.3,2.28,13.3,762.792,1.78,0.459,5560.0,0.85,-0.24,30.9939,Gas giant,Gas giant
HD 290327 b,HD 290327,1,1,2443.0,3.43,13.3,772.3269,1.8,0.08,5505.0,0.84,-0.14,56.433,Gas giant,Gas giant
HD 29399 b,HD 29399,1,1,892.7,1.913,13.5,498.9906,1.11,0.05,4845.0,1.17,0.14,44.1518,Gas giant,Gas giant
HD 2952 b,HD 2952,1,1,311.60001,1.23,13.6,435.4271,0.951,0.13,4844.0,1.97,0.0,110.103,Gas giant,Gas giant
HD 30177 b,HD 30177,1,2,2527.83,3.704,12.6,2740.33026,7.53,0.162,5607.0,1.05,0.39,55.5867,Gas giant,Gas giant
HD 30177 c,HD 30177,1,2,11613.0,9.89,12.6,2415.508,6.64,0.22,5580.0,0.99,0.33,55.5867,Gas giant,Gas giant
HD 30562 b,HD 30562,1,1,1157.0,2.34,13.7,387.7526,0.829,0.76,5882.0,1.12,0.2,26.1597,Gas giant,Gas giant
HD 30669 b,HD 30669,1,1,1684.0,2.69,14.3,149.37,0.281,0.18,5400.0,0.92,0.13,58.0844,Gas giant,Gas giant
HD 30856 b,HD 30856,2,1,847.0,1.85,13.5,491.68301,1.1,0.061,4895.0,1.17,-0.06,131.199,Gas giant,Gas giant
HD 31253 b,HD 31253,1,1,466.0,1.26,14.1,197.0546,0.386,0.3,6130.0,1.7,0.17,58.1438,Gas giant,Gas giant
HD 31527 b,HD 31527,1,3,16.5535,0.1254,3.22,10.47,1.72,0.1,5898.0,0.96,-0.17,38.4473,Neptune-like,Neptune-like
HD 31527 c,HD 31527,1,3,51.2053,0.2663,3.85,14.16,1.36,0.04,5898.0,0.96,-0.17,38.4473,Neptune-like,Neptune-like
HD 31527 d,HD 31527,1,3,271.6737,0.8098,3.46,11.82,1.57,0.24,5898.0,0.96,-0.17,38.4473,Neptune-like,Neptune-like
HD 3167 b,HD 3167,1,3,0.959624,0.0186,1.7,5.02,8.0,0.0,5528.0,0.94,-0.02,47.2899,Super-Earth,Super-Earth
HD 3167 c,HD 3167,1,3,29.83832,0.1841,2.86,9.8,2.21,0.05,5528.0,0.94,-0.02,47.2899,Neptune-like,Neptune-like
HD 3167 d,HD 3167,1,3,8.509,0.07757,2.52,6.9,2.37,0.36,5261.0,0.86,0.04,47.2899,Neptune-like,Neptune-like
HD 32518 b,HD 32518,1,1,157.54,0.59,13.1,966.16,2.36,0.01,4580.0,1.13,-0.15,122.115,Gas giant,Gas giant
HD 32963 b,HD 32963,1,1,2372.0,3.41,14.0,222.481,0.446,0.07,5727.0,0.94,0.11,38.0786,Gas giant,Gas giant
HD 330075 b,HD 330075,1,1,3.38773,0.04,14.3,152.5584,0.287,0.0,5000.0,0.47,0.05,45.2989,Gas giant,Hot Jupiter
HD 331093 b,HD 331093,1,1,621.62,1.44,13.6,476.74261,1.04,0.59,5544.0,1.03,0.17,50.1928,Gas giant,Gas giant
HD 33142 b,HD 33142,1,2,326.0,1.07,13.6,440.19455,0.962,0.066,4978.0,1.41,0.05,121.375,Gas giant,Gas giant
HD 33142 c,HD 33142,1,2,834.0,,12.8,1897.4451,4.97,0.05,5009.0,1.62,0.03,121.375,Gas giant,Gas giant
HD 332231 b,HD 332231,1,1,18.71204,0.1436,9.718,77.55052,0.464,0.032,6089.0,1.13,0.036,80.6665,Gas giant,Gas giant
HD 33283 b,HD 33283,2,1,18.1991,0.1508,12.5,104.56607,0.294,0.399,5935.0,1.38,0.35,89.8623,Gas giant,Gas giant
HD 33564 b,HD 33564,1,1,388.0,1.1,12.5,2892.1,8.14,0.34,6250.0,1.25,-0.12,20.9531,Gas giant,Gas giant
HD 33844 b,HD 33844,1,2,551.40002,1.6,13.4,638.8383,1.46,0.15,4861.0,1.84,0.27,105.779,Gas giant,Gas giant
HD 33844 c,HD 33844,1,2,916.0,2.24,13.5,556.2025,1.24,0.13,4861.0,1.78,0.27,105.779,Gas giant,Gas giant
HD 34445 b,HD 34445,1,6,1049.0,2.07,13.9,260.6206,0.533,0.27,5879.0,1.14,0.18,46.0907,Gas giant,Gas giant
HD 34445 c,HD 34445,1,6,214.67,0.7181,8.42,53.5,0.492,0.036,5836.0,1.07,0.14,46.0907,Neptune-like,Neptune-like
HD 34445 d,HD 34445,1,6,117.87,0.4817,6.07,30.7,0.754,0.027,5836.0,1.07,0.14,46.0907,Neptune-like,Neptune-like
HD 34445 e,HD 34445,1,6,49.175,0.2687,4.26,16.8,1.19,0.09,5836.0,1.07,0.14,46.0907,Neptune-like,Neptune-like
HD 34445 f,HD 34445,1,6,676.8,1.543,6.88,37.9,0.64,0.031,5836.0,1.07,0.14,46.0907,Neptune-like,Neptune-like
HD 34445 g,HD 34445,1,6,5700.0,6.36,13.6,120.6,0.263,0.032,5836.0,1.07,0.14,46.0907,Gas giant,Gas giant
HD 35759 b,HD 35759,1,1,82.467,0.389,13.0,1195.0408,2.99,0.389,6060.0,1.15,0.04,71.2423,Gas giant,Gas giant
HD 360 b,HD 360,1,1,273.1,0.98,14.0,238.37131,0.477,0.139,4770.0,1.69,-0.06,111.542,Gas giant,Gas giant
HD 3651 b,HD 3651,1,1,62.25,0.295,10.1,72.46524,0.386,0.645,5221.0,0.8,0.145,11.1336,Gas giant,Gas giant
HD 37124 b,HD 37124,1,3,154.378,0.53364,14.0,214.53525,0.43,0.054,5698.64,0.85,-0.44,31.6634,Gas giant,Gas giant
HD 37124 c,HD 37124,1,3,885.5,1.71,14.1,207.22516,0.406,0.125,5698.64,0.85,-0.44,31.6634,Gas giant,Gas giant
HD 37124 d,HD 37124,1,3,1862.0,2.807,14.0,221.20968,0.443,0.16,5698.64,0.85,-0.44,31.6634,Gas giant,Gas giant
HD 37605 b,HD 37605,1,2,55.01292,0.277,13.2,854.9627,2.04,0.6745,5329.0,0.94,0.27,46.7864,Gas giant,Gas giant
HD 37605 c,HD 37605,1,2,2720.0,3.74,13.1,1013.8777,2.48,0.03,5329.0,0.94,0.27,46.7864,Gas giant,Gas giant
HD 3765 b,HD 3765,1,1,1211.0,2.108,8.56,54.98431,0.482,0.298,5049.8,0.85,0.172,17.926,Neptune-like,Neptune-like
HD 38283 b,HD 38283,1,1,363.20001,1.02,14.0,127.132,0.255,0.41,5981.0,1.37,-0.18,38.0615,Gas giant,Gas giant
HD 38529 b,HD 38529,2,2,14.30944,0.1294,13.9,253.31051,0.518,0.28,5541.0,1.41,0.51,42.3538,Gas giant,Gas giant
HD 38529 c,HD 38529,2,2,2136.1,3.64,12.3,4128.6117,12.2,0.3407,5541.0,1.41,0.51,42.3538,Gas giant,Gas giant
HD 38801 b,HD 38801,1,1,685.25,1.623,12.5,3082.31534,8.67,0.017,5338.0,1.21,0.25,91.4349,Gas giant,Gas giant
HD 39091 b,HD 39091,1,2,2093.07,3.1,12.3,4099.98645,12.1,0.637,6037.0,1.09,0.08,18.2702,Gas giant,Gas giant
HD 39194 b,HD 39194,1,3,5.6368,0.056,1.83,4.0,3.59,0.207,5205.0,0.67,-0.61,26.4131,Super-Earth,Super-Earth
HD 39194 c,HD 39194,1,3,14.03,0.103,2.39,6.3,2.54,0.154,5205.0,0.67,-0.61,26.4131,Neptune-like,Neptune-like
HD 39194 d,HD 39194,1,3,33.91,0.185,1.83,4.0,3.59,0.333,5205.0,0.67,-0.61,26.4131,Super-Earth,Super-Earth
HD 39855 b,HD 39855,1,1,3.2498,0.041,2.85,8.5,2.02,0.14,5576.0,0.87,,23.2599,Neptune-like,Hot Neptune
HD 40307 b,HD 40307,1,5,4.3123,0.0468,1.83,4.0,3.59,0.2,4956.0,0.77,-0.31,12.9363,Super-Earth,Super-Earth
HD 40307 c,HD 40307,1,5,9.6184,0.0799,2.46,6.6,2.44,0.06,4956.0,0.77,-0.31,12.9363,Neptune-like,Neptune-like
HD 40307 d,HD 40307,1,5,20.432,0.1321,3.04,9.5,1.86,0.07,4956.0,0.77,-0.31,12.9363,Neptune-like,Neptune-like
HD 40307 f,HD 40307,1,5,51.76,0.247,2.13,5.2,2.96,0.02,4956.0,0.77,-0.31,12.9363,Super-Earth,Super-Earth
HD 40307 g,HD 40307,1,5,197.8,0.6,2.56,7.1,2.33,0.29,4956.0,0.77,-0.31,12.9363,Neptune-like,Neptune-like
HD 40956 b,HD 40956,1,1,578.6,1.4,13.2,858.141,2.05,0.24,4869.0,2.0,0.14,116.593,Gas giant,Gas giant
HD 40979 b,HD 40979,3,1,264.14999,0.85,12.9,1484.2661,3.8,0.25,6165.0,1.45,0.2,34.0883,Gas giant,Gas giant
HD 41004 A b,HD 41004 A,2,2,963.0,,13.2,807.25,1.93,0.74,5310.0,0.95,0.23,36.69117,Gas giant,Gas giant
HD 41004 B b,HD 41004 B,2,2,1.3283,,12.1,5838.29,18.1,0.081,5036.0,0.4,,41.5504,Gas giant,Hot Jupiter
HD 4113 b,HD 4113,3,1,526.62,1.28,13.5,495.79,1.11,0.903,5688.0,0.99,0.2,41.8727,Gas giant,Gas giant
HD 42012 b,HD 42012,1,1,857.5,1.67,13.5,508.528,1.14,0.2,5405.0,0.83,-0.09,36.7984,Gas giant,Gas giant
HD 4203 b,HD 4203,1,2,431.88,1.17,13.3,708.7609,1.66,0.52,5596.0,1.25,0.4,81.3795,Gas giant,Gas giant
HD 4203 c,HD 4203,1,2,6700.0,6.95,13.3,689.66,1.61,0.24,5582.0,0.99,0.34,81.3795,Gas giant,Gas giant
HD 4208 b,HD 4208,1,1,832.97,1.662,13.9,257.4423,0.527,0.042,5717.0,0.88,-0.28,34.1937,Gas giant,Gas giant
HD 42618 b,HD 42618,1,1,149.61,0.554,3.89,14.4,1.34,0.19,5727.0,1.01,-0.09,24.3358,Neptune-like,Neptune-like
HD 4308 b,HD 4308,1,1,15.56,0.12,4.12,15.8915,1.25,0.0,5686.0,0.93,-0.35,22.0158,Neptune-like,Neptune-like
HD 4313 b,HD 4313,1,1,356.21,1.157,13.4,612.45841,1.4,0.147,4943.0,1.63,0.14,136.308,Gas giant,Gas giant
HD 43197 b,HD 43197,1,1,327.8,0.92,14.1,190.69,0.374,0.83,5508.0,0.96,0.4,62.4112,Gas giant,Gas giant
HD 43691 b,HD 43691,3,1,36.9987,0.238,13.2,810.4665,1.94,0.0796,6093.0,1.32,0.33,85.6009,Gas giant,Gas giant
HD 44219 b,HD 44219,1,1,472.3,1.19,14.1,184.33,0.361,0.61,5752.0,1.0,0.03,52.9051,Gas giant,Gas giant
HD 45184 b,HD 45184,1,2,5.8854,0.0644,3.52,12.19,1.54,0.07,5869.0,1.03,0.04,21.9532,Neptune-like,Neptune-like
HD 45184 c,HD 45184,1,2,13.1354,0.11,2.91,8.81,1.96,0.07,5869.0,1.03,0.04,21.9532,Neptune-like,Neptune-like
HD 45350 b,HD 45350,1,1,963.6,1.92,13.5,568.89,1.27,0.778,5566.0,0.98,0.23,46.8733,Gas giant,Gas giant
HD 45364 b,HD 45364,1,2,226.93,0.6813,8.97,59.4953,0.453,0.1684,5434.0,0.82,-0.17,34.354,Neptune-like,Neptune-like
HD 45364 c,HD 45364,1,2,342.85,0.8972,14.1,209.0915,0.41,0.0974,5434.0,0.82,-0.17,34.354,Gas giant,Gas giant
HD 45652 b,HD 45652,1,1,44.073,0.237,14.3,137.62039,0.259,0.607,5294.0,0.92,0.26,34.8541,Gas giant,Gas giant
HD 46375 b,HD 46375,2,1,3.023573,0.0398,10.0,71.8,0.395,0.063,5285.0,0.92,0.24,29.5529,Gas giant,Hot Jupiter
HD 47186 b,HD 47186,1,2,4.0845,0.05,5.02,22.2481,0.966,0.04,5657.0,0.96,0.24,37.4574,Neptune-like,Neptune-like
HD 47186 c,HD 47186,1,2,1353.6,2.395,13.0,111.42,0.279,0.249,5657.0,0.96,0.23,37.4574,Gas giant,Gas giant
HD 4732 b,HD 4732,2,2,360.2,1.19,13.3,753.23,1.76,0.13,4959.0,1.74,0.01,54.7841,Gas giant,Gas giant
HD 4732 c,HD 4732,2,2,2732.0,4.6,13.3,753.23,1.76,0.23,4959.0,1.74,0.01,54.7841,Gas giant,Gas giant
HD 47366 b,HD 47366,1,2,359.15,1.28,13.3,731.009,1.71,0.06,4914.0,2.19,-0.07,84.3552,Gas giant,Gas giant
HD 47366 c,HD 47366,1,2,682.85,1.97,13.4,597.5204,1.36,0.1,4914.0,2.19,-0.07,84.3552,Gas giant,Gas giant
HD 47536 b,HD 47536,1,1,712.13,1.93,12.6,2330.0,6.4,0.2,4380.0,2.1,-0.65,122.536,Gas giant,Gas giant
HD 4760 b,HD 4760,1,1,434.0,1.14,12.3,4417.837,13.0,0.23,4076.0,1.05,-0.91,537.873,Gas giant,Gas giant
HD 48265 b,HD 48265,1,1,778.51,1.814,13.5,484.69075,1.08,0.211,5733.0,1.31,0.3,90.5446,Gas giant,Gas giant
HD 4917 b,HD 4917,1,1,400.5,1.167,13.5,513.29545,1.15,0.066,4802.0,1.32,0.18,204.277,Gas giant,Gas giant
HD 49674 b,HD 49674,1,1,4.94737,0.06,6.2,31.783,0.733,0.09,5602.0,1.03,0.32,43.0399,Neptune-like,Neptune-like
HD 50499 b,HD 50499,1,2,2447.1,3.833,13.5,519.96988,1.16,0.266,6102.0,1.25,0.26,46.2845,Gas giant,Gas giant
HD 50499 c,HD 50499,1,2,8619.9,9.02,13.2,931.2419,2.22,0.0,6099.0,1.31,0.38,46.2845,Gas giant,Gas giant
HD 50554 b,HD 50554,1,1,1293.0,2.353,12.9,1574.464,4.03,0.501,5987.0,1.04,-0.04,31.1664,Gas giant,Gas giant
HD 51608 b,HD 51608,1,2,14.0726,0.1059,3.62,12.77,1.48,0.09,5358.0,0.8,-0.07,35.0553,Neptune-like,Neptune-like
HD 51608 c,HD 51608,1,2,95.9446,0.3809,3.87,14.31,1.36,0.14,5358.0,0.8,-0.07,35.0553,Neptune-like,Neptune-like
HD 52265 b,HD 52265,1,1,119.27,0.52,13.7,384.5743,0.822,0.27,6136.0,1.2,0.21,29.9803,Gas giant,Gas giant
HD 5278 b,HD 5278,1,2,14.339156,0.1202,2.45,7.8,2.9,0.08,6203.0,1.13,-0.12,57.5846,Neptune-like,Neptune-like
HD 5278 c,HD 5278,1,2,40.87,0.2416,4.49,18.4,1.12,0.07,6203.0,1.13,-0.12,57.5846,Neptune-like,Neptune-like
HD 5319 b,HD 5319,1,2,637.1,1.57,13.5,494.54348,1.1,0.092,4871.0,1.27,0.15,121.405,Gas giant,Gas giant
HD 5319 c,HD 5319,1,2,872.2,1.93,13.8,334.67499,0.7,0.183,4871.0,1.27,0.15,121.405,Gas giant,Gas giant
HD 55696 b,HD 55696,1,1,1827.0,3.18,13.0,1230.0021,3.08,0.705,6012.0,1.29,0.37,77.9693,Gas giant,Gas giant
HD 5583 b,HD 5583,1,1,139.35,0.53,12.8,1837.0574,4.81,0.076,4830.0,1.01,-0.5,219.216,Gas giant,Gas giant
HD 5608 b,HD 5608,1,1,779.9,1.911,13.5,534.27223,1.19,0.056,4877.0,1.53,0.14,58.1105,Gas giant,Gas giant
HD 564 b,HD 564,1,1,492.3,1.2,12.5,104.88,0.295,0.096,5902.0,0.96,-0.2,51.1659,Gas giant,Gas giant
HD 5891 b,HD 5891,1,1,177.11,0.64,12.6,2425.0429,6.66,0.07,4673.0,1.93,-0.37,283.502,Gas giant,Gas giant
HD 59686 A b,HD 59686 A,2,1,299.36,1.086,12.7,2199.3836,5.9,0.05,4658.0,1.9,0.15,89.2721,Gas giant,Gas giant
HD 60292 b,HD 60292,1,1,495.4,1.5,12.7,2065.895,5.54,0.27,4348.0,1.7,-0.17,315.211,Gas giant,Gas giant
HD 60532 b,HD 60532,1,2,201.9,0.77,13.8,336.8998,0.704,0.26,6245.0,1.5,-0.26,25.9716,Gas giant,Gas giant
HD 60532 c,HD 60532,1,2,600.1,1.6,13.3,797.7533,1.86,0.03,6245.0,1.5,-0.26,25.9716,Gas giant,Gas giant
HD 62509 b,HD 62509,1,1,589.64,1.64,13.3,731.0,1.71,0.02,4892.63,2.0,0.103,10.34,Gas giant,Gas giant
HD 63433 b,HD 63433,1,2,7.10793,0.0719,2.15,5.27,2.91,0.0,5640.0,0.99,0.017,22.4035,Super-Earth,Super-Earth
HD 63433 c,HD 63433,1,2,20.5453,0.1458,2.67,7.61,2.2,0.0,5640.0,0.99,0.017,22.4035,Neptune-like,Neptune-like
HD 63454 b,HD 63454,1,1,2.81805,0.04,12.31,79.4575,0.234,0.0,4812.0,0.42,0.1,37.6894,Gas giant,Hot Jupiter
HD 63765 b,HD 63765,1,1,358.0,0.94,14.2,168.4499,0.323,0.24,5449.0,0.65,-0.16,32.5376,Gas giant,Gas giant
HD 63935 b,HD 63935,1,2,9.058811,,2.99,10.8,2.2,0.0,5534.0,0.93,0.07,48.9739,Neptune-like,Neptune-like
HD 63935 c,HD 63935,1,2,21.4023,,2.9,11.1,2.5,0.0,5534.0,0.93,0.07,48.9739,Neptune-like,Neptune-like
HD 64114 b,HD 64114,1,1,45.791,0.246,4.41,17.8,1.14,0.12,5676.0,0.95,,31.5262,Neptune-like,Neptune-like
HD 64121 b,HD 64121,1,1,623.0,1.51,13.2,813.64072,1.94,0.11,5078.0,1.64,-0.21,129.966,Gas giant,Gas giant
HD 6434 b,HD 6434,1,1,21.998,0.14,14.2,155.7367,0.299,0.17,5769.0,1.1,-0.55,42.358,Gas giant,Gas giant
HD 65216 b,HD 65216,3,2,577.6,1.301,13.6,411.58985,0.899,0.27,5612.0,0.87,-0.168,35.1205,Gas giant,Gas giant
HD 65216 c,HD 65216,3,2,5370.0,5.75,13.4,645.1949,1.47,0.17,5612.0,0.87,-0.168,35.1205,Gas giant,Gas giant
HD 66141 b,HD 66141,1,1,480.5,1.2,12.8,1906.9,5.0,0.07,4323.0,1.1,-0.323,68.1509,Gas giant,Gas giant
HD 66428 b,HD 66428,1,2,2263.12,3.467,13.1,1018.32732,2.49,0.493,5773.0,1.08,0.23,53.2817,Gas giant,Gas giant
HD 66428 c,HD 66428,1,2,39000.0,23.0,11.9,8581.36699,28.0,0.32,5647.6,1.05,0.271,53.2817,Gas giant,Gas giant
