pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,st_teff,st_mass,st_met,sy_dist,exo_class,exo_class_ext
GJ 15 A c,GJ 15 A,2,2,7600.0,5.4,6.67,36.0,0.667,0.27,3607.0,0.38,-0.34,3.56228,Neptune-like,Neptune-like
GJ 160.2 b,GJ 160.2,1,1,5.2354,0.053,3.17,10.2,1.76,0.06,4347.0,0.69,,25.8557,Neptune-like,Neptune-like
GJ 163 b,GJ 163,1,3,8.63182,0.0607,3.25,10.6,1.7,0.073,3500.0,0.4,0.1,15.1285,Neptune-like,Neptune-like
GJ 163 c,GJ 163,1,3,25.63058,0.1254,2.5,6.8,2.39,0.099,3500.0,0.4,0.1,15.1285,Neptune-like,Neptune-like
GJ 163 d,GJ 163,1,3,603.95116,1.0304,5.92,29.4,0.779,0.373,3500.0,0.4,0.1,15.1285,Neptune-like,Neptune-like
GJ 179 b,GJ 179,1,1,2288.0,2.41,13.9,260.61,0.533,0.21,3370.0,0.36,0.3,12.356,Gas giant,Gas giant
GJ 180 b,GJ 180,1,3,17.133,0.092,2.43,6.49,2.49,0.07,3371.0,0.43,,11.9407,Neptune-like,Neptune-like
GJ 180 c,GJ 180,1,3,24.329,0.129,2.41,6.4,2.51,0.09,3371.0,0.43,,11.9407,Neptune-like,Neptune-like
GJ 180 d,GJ 180,1,3,106.3,0.309,2.66,7.56,2.21,0.14,3811.5,0.43,,11.9407,Neptune-like,Neptune-like
GJ 2056 b,GJ 2056,1,1,69.971,0.283,4.17,16.2,1.23,0.72,4069.95,0.62,,28.4434,Neptune-like,Neptune-like
GJ 229 A c,GJ 229,2,2,121.995,0.339,2.6,7.268,2.27,0.19,3912.54,0.58,,5.75624,Neptune-like,Neptune-like
GJ 229 b,GJ 229,2,2,526.115,0.898,2.85,8.478,2.01,0.1,3564.0,0.58,,5.75624,Neptune-like,Neptune-like
GJ 251 b,GJ 251,1,1,14.238,0.0818,1.83,4.0,3.59,0.1,3451.0,0.36,-0.03,5.58057,Super-Earth,Super-Earth
GJ 27.1 b,GJ 27.1,1,1,15.819,0.101,3.66,13.0,1.46,0.08,3542.0,0.53,,23.6062,Neptune-like,Neptune-like
GJ 273 b,GJ 273,1,2,18.6498,0.091101,1.51,2.89,4.61,0.1,3382.0,0.29,0.09,5.921535,Super-Earth,Super-Earth
GJ 273 c,GJ 273,1,2,4.7234,0.036467,1.06,1.18,5.44,0.17,3382.0,0.29,0.09,5.921535,Super-Earth,Super-Earth
GJ 3021 b,GJ 3021,2,1,133.71,0.49,13.1,1071.04,2.62,0.511,5540.0,0.9,0.1,17.5559,Gas giant,Gas giant
GJ 3082 b,GJ 3082,1,1,11.949,0.079,2.79,8.2,2.07,0.22,3910.0,0.47,,16.6186,Neptune-like,Neptune-like
GJ 3138 b,GJ 3138,1,3,1.22003,0.0197,1.18,1.78,5.95,0.19,3717.0,0.68,-0.3,28.4712,Super-Earth,Super-Earth
GJ 3138 c,GJ 3138,1,3,5.974,0.057,1.88,4.18,3.46,0.11,3717.0,0.68,-0.3,28.4712,Super-Earth,Super-Earth
GJ 3138 d,GJ 3138,1,3,257.8,0.698,3.23,10.5,1.71,0.32,3717.0,0.68,-0.3,28.4712,Neptune-like,Neptune-like
GJ 317 b,GJ 317,1,2,695.66,1.151,13.3,794.5,1.86,0.07,3492.73,0.42,0.301,15.1968,Gas giant,Gas giant
GJ 317 c,GJ 317,1,2,6739.323,5.23,13.5,522.5,1.17,0.17,3492.73,0.42,0.301,15.1968,Gas giant,Gas giant
GJ 328 b,GJ 328,1,1,4100.0,4.5,13.3,731.0,1.71,0.37,3900.0,0.69,0.0,20.5266,Gas giant,Gas giant
GJ 3293 b,GJ 3293,1,4,30.5987,0.14339,5.19,23.54,0.925,0.06,3466.0,0.42,0.02,20.1903,Neptune-like,Neptune-like
GJ 3293 c,GJ 3293,1,4,122.6196,0.36175,4.87,21.09,1.0,0.11,3466.0,0.42,0.02,20.1903,Neptune-like,Neptune-like
GJ 3293 d,GJ 3293,1,4,48.1345,0.19394,2.67,7.6,2.19,0.12,3466.0,0.42,0.02,20.1903,Neptune-like,Neptune-like
GJ 3293 e,GJ 3293,1,4,13.2543,0.08208,1.63,3.28,4.16,0.21,3466.0,0.42,0.02,20.1903,Super-Earth,Super-Earth
GJ 3323 b,GJ 3323,1,2,5.3636,0.03282,1.23,2.02,5.96,0.23,3159.0,0.16,-0.27,5.37484,Super-Earth,Super-Earth
GJ 3323 c,GJ 3323,1,2,40.54,0.1264,1.32,2.31,5.52,0.17,3159.0,0.16,-0.27,5.37484,Super-Earth,Super-Earth
GJ 3341 b,GJ 3341,1,1,14.207,0.089,2.46,6.6,2.44,0.31,3526.0,0.47,-0.09,23.619,Neptune-like,Neptune-like
GJ 338 B b,GJ 338 B,2,1,24.45,0.141,3.19,10.27,1.74,0.11,4005.0,0.64,-0.03,6.33256,Neptune-like,Neptune-like
GJ 3470 b,GJ 3470,1,1,3.3366496,0.0355,4.57,13.9,0.8,0.017,3600.0,0.54,0.2,29.4214,Neptune-like,Hot Neptune
GJ 3473 b,GJ 3473,2,2,1.1980035,0.01589,1.264,1.86,5.03,0.0,3347.0,0.36,0.11,27.3644,Super-Earth,Super-Earth
GJ 3473 c,GJ 3473,2,2,15.509,0.0876,2.63,7.41,2.24,0.0,3347.0,0.36,0.11,27.3644,Neptune-like,Neptune-like
GJ 3512 b,GJ 3512,1,1,203.59,0.338,14.3,147.15529,0.277,0.4356,3081.0,0.12,-0.07,9.48637,Gas giant,Gas giant
GJ 357 b,GJ 357,1,3,3.93072,0.035,1.217,1.84,5.6,,3505.0,0.34,-0.12,9.44181,Super-Earth,Super-Earth
GJ 357 c,GJ 357,1,3,9.1247,0.061,1.66,3.4,4.08,,3505.0,0.34,-0.12,9.44181,Super-Earth,Super-Earth
GJ 357 d,GJ 357,1,3,55.661,0.204,2.34,6.1,2.62,,3505.0,0.34,-0.12,9.44181,Neptune-like,Neptune-like
GJ 3634 b,GJ 3634,1,1,2.64561,0.0287,2.83,8.4,2.04,0.08,3517.0,0.45,,20.3779,Neptune-like,Hot Neptune
GJ 367 b,GJ 367,1,1,0.321962,0.0071,0.718,0.546,8.106,0.0,3522.0,0.45,-0.01,9.41263,Terrestrial,Terrestrial
GJ 3779 b,GJ 3779,1,1,3.0232,0.026,2.75,8.0,2.11,0.07,3324.0,0.27,0.0,13.743,Neptune-like,Hot Neptune
GJ 3929 b,GJ 3929,1,1,2.6162745,0.02569,1.15,1.21,4.4,,3369.0,0.31,0.0,15.8095,Super-Earth,Super-Earth
GJ 393 b,GJ 393,1,1,7.02679,0.05402,1.17,1.71,5.87,,3579.0,0.43,-0.09,7.03149,Super-Earth,Super-Earth
GJ 3942 b,GJ 3942,1,1,6.905,0.0608,2.57,7.14,2.31,0.121,3867.0,0.63,-0.04,16.9287,Neptune-like,Neptune-like
GJ 3998 b,GJ 3998,1,2,2.64977,0.029,1.38,2.47,5.16,0.0,3722.0,0.5,-0.16,18.1459,Super-Earth,Super-Earth
GJ 3998 c,GJ 3998,1,2,13.74,0.089,2.38,6.26,2.55,0.049,3722.0,0.5,-0.16,18.1459,Neptune-like,Neptune-like
GJ 411 b,GJ 411,1,2,12.946,0.0789,1.45,2.69,4.85,0.12,3601.0,0.39,-0.09,5.675773,Super-Earth,Super-Earth
GJ 414 A b,GJ 414 A,2,2,50.8,0.2324,2.63,7.6,2.3,0.45,4120.0,0.65,0.24,11.8893,Neptune-like,Neptune-like
GJ 414 A c,GJ 414 A,2,2,749.83,1.4,8.4,53.83,0.499,0.105,4120.0,0.65,0.24,11.8893,Neptune-like,Neptune-like
GJ 422 b,GJ 422,1,1,20.129,0.111,3.33,11.07,1.65,0.11,3323.0,0.35,,12.6631,Neptune-like,Neptune-like
GJ 4276 b,GJ 4276,1,1,13.352,0.082,4.22,16.57,1.21,0.37,3387.0,0.41,0.12,21.3362,Neptune-like,Neptune-like
GJ 433 b,GJ 433,1,3,7.3705,0.062,2.33,6.043,2.63,0.04,3461.0,0.48,-0.17,9.06456,Neptune-like,Neptune-like
GJ 433 c,GJ 433,1,3,5094.105,4.819,6.27,32.422,0.723,0.12,3472.0,0.48,-0.17,9.06456,Neptune-like,Neptune-like
GJ 433 d,GJ 433,1,3,36.059,0.178,2.14,5.223,2.93,0.07,3461.0,0.48,-0.17,9.06456,Super-Earth,Super-Earth
GJ 436 b,GJ 436,1,1,2.64388312,0.0291,4.17,22.1,1.8,0.13827,3586.11,0.47,0.099,9.75321,Neptune-like,Hot Neptune
GJ 480 b,GJ 480,1,1,9.567,0.068,3.69,13.2,1.44,0.1,3381.0,0.45,,14.2358,Neptune-like,Neptune-like
GJ 486 b,GJ 486,1,1,1.467119,0.01734,1.305,2.82,7.0,0.05,3340.0,0.32,0.07,8.07426,Super-Earth,Super-Earth
GJ 504 b,GJ 504,1,1,,43.5,13.0,1271.3,3.18,,6234.0,1.22,0.28,17.5299,Gas giant,Gas giant
GJ 536 b,GJ 536,1,1,8.7076,0.06661,2.17,5.36,2.88,0.08,3685.0,0.52,-0.08,10.4092,Super-Earth,Super-Earth
GJ 581 b,GJ 581,1,3,5.3686,0.04061,4.11,15.8,1.25,0.0,3396.0,0.31,-0.088,6.2981,Neptune-like,Neptune-like
GJ 581 c,GJ 581,1,3,12.914,0.0721,2.21,5.5,2.8,0.0,3396.0,0.31,-0.088,6.2981,Super-Earth,Super-Earth
GJ 581 e,GJ 581,1,3,3.149,0.02815,1.17,1.7,5.83,0.0,3396.0,0.31,-0.088,6.2981,Super-Earth,Super-Earth
GJ 625 b,GJ 625,1,1,14.628,0.078361,1.49,2.82,4.68,0.13,3499.0,0.3,-0.38,6.47249,Super-Earth,Super-Earth
GJ 649 b,GJ 649,1,1,598.3,1.135,12.5,104.244,0.293,0.3,3700.0,0.54,0.08,10.3796,Gas giant,Gas giant
GJ 667 C b,GJ 667 C,3,5,7.2004,0.0505,2.23,5.6,2.77,0.13,3350.0,0.33,-0.55,7.24396,Super-Earth,Super-Earth
GJ 667 C c,GJ 667 C,3,5,28.14,0.125,1.77,3.8,3.77,0.02,3350.0,0.33,-0.55,7.24396,Super-Earth,Super-Earth
GJ 667 C e,GJ 667 C,3,5,62.24,0.213,1.45,2.7,4.87,0.02,3350.0,0.33,-0.55,7.24396,Super-Earth,Super-Earth
GJ 667 C f,GJ 667 C,3,5,39.026,0.156,1.45,2.7,4.87,0.03,3350.0,0.33,-0.55,7.24396,Super-Earth,Super-Earth
GJ 667 C g,GJ 667 C,3,5,256.2,0.549,1.99,4.6,3.21,0.08,3350.0,0.33,-0.55,7.24396,Super-Earth,Super-Earth
GJ 674 b,GJ 674,1,1,4.6938,0.039,3.33,11.09,1.65,0.2,3600.0,0.35,-0.28,4.54896,Neptune-like,Neptune-like
GJ 676 A b,GJ 676 A,2,4,1056.80005,1.82,12.7,2129.461,5.71,0.33,3734.0,0.73,0.08,16.0272,Gas giant,Gas giant
GJ 676 A c,GJ 676 A,2,4,7337.0,6.6,12.7,2161.244,5.8,,4006.03,0.63,0.23,16.0272,Gas giant,Gas giant
GJ 676 A d,GJ 676 A,2,4,3.6005,0.0413,1.93,4.4,3.36,0.262,4006.03,0.71,0.23,16.0272,Super-Earth,Super-Earth
GJ 676 A e,GJ 676 A,2,4,35.39,0.187,2.77,8.1,2.09,0.125,4006.03,0.71,0.23,16.0272,Neptune-like,Neptune-like
GJ 682 b,GJ 682,1,2,17.478,0.08,1.93,4.4,3.36,0.08,3028.0,0.27,,5.00671,Super-Earth,Super-Earth
GJ 682 c,GJ 682,1,2,57.32,0.176,2.89,8.7,1.98,0.1,3028.0,0.27,,5.00671,Neptune-like,Neptune-like
GJ 685 b,GJ 685,1,1,24.16,0.1344,2.95,9.0,1.93,0.0,3816.0,0.55,-0.15,14.3155,Neptune-like,Neptune-like
GJ 687 b,GJ 687,1,2,38.142,0.163,4.32,17.2,1.17,0.17,3413.0,0.4,0.063,4.54939,Neptune-like,Neptune-like
GJ 687 c,GJ 687,1,2,727.562,1.165,4.14,16.0,1.24,0.4,3413.0,0.4,0.063,4.54939,Neptune-like,Neptune-like
GJ 720 A b,GJ 720 A,2,1,19.466,0.119,3.77,13.64,1.4,0.12,3837.0,0.57,-0.14,15.5575,Neptune-like,Neptune-like
GJ 740 b,GJ 740,1,1,2.37756,0.029,1.53,2.96,4.54,0.24,3913.0,0.58,0.08,11.1017,Super-Earth,Super-Earth
GJ 832 b,GJ 832,1,2,3657.0,3.56,14.0,216.0,0.433,0.08,3472.0,0.45,-0.3,4.96435,Gas giant,Gas giant
GJ 832 c,GJ 832,1,2,35.68,0.163,2.18,5.4,2.86,0.18,3472.0,0.45,-0.3,4.96435,Super-Earth,Super-Earth
GJ 849 b,GJ 849,1,2,1915.0,2.409,13.9,286.04557,0.585,0.038,3562.68,0.49,0.22,8.80058,Gas giant,Gas giant
GJ 849 c,GJ 849,1,2,7068.0,4.974,14.0,223.11554,0.447,0.099,3562.68,0.49,0.22,8.80058,Gas giant,Gas giant
GJ 86 b,GJ 86,2,1,15.76491,0.11,12.9,1404.8086,3.6,0.04,5182.0,0.93,-0.22,10.7836,Gas giant,Gas giant
GJ 876 b,GJ 876,1,4,61.1166,0.208317,13.3,723.2235,1.69,0.0324,3293.74,0.32,0.213,4.67517,Gas giant,Gas giant
GJ 876 c,GJ 876,1,4,30.0881,0.12959,14.0,226.9846,0.455,0.25591,3293.74,0.32,0.213,4.67517,Gas giant,Gas giant
GJ 876 d,GJ 876,1,4,1.93778,0.020807,2.51,6.83,2.37,0.207,3293.74,0.32,0.213,4.67517,Neptune-like,Hot Neptune
GJ 876 e,GJ 876,1,4,124.26,0.3343,3.92,14.6,1.33,0.055,3271.0,0.32,0.213,4.67517,Neptune-like,Neptune-like
GJ 887 b,GJ 887,1,2,9.262,0.068,1.88,4.2,3.47,0.0,3688.0,0.49,-0.06,3.29,Super-Earth,Super-Earth
GJ 887 c,GJ 887,1,2,21.789,0.12,2.67,7.6,2.19,,3688.0,0.49,-0.06,3.29,Neptune-like,Neptune-like
GJ 9066 b,GJ 9066,1,2,241.883,0.403,6.1,30.9,0.748,0.18,3305.0,0.15,,4.471,Neptune-like,Neptune-like
GJ 9066 c,GJ 9066,1,2,767.887,0.87,10.0,71.6,0.393,0.33,3305.0,0.15,,4.471,Gas giant,Gas giant
GJ 96 b,GJ 96,1,1,73.94,0.291,4.67,19.66,1.06,0.44,3785.0,0.6,0.14,11.9315,Neptune-like,Neptune-like
GJ 9689 b,GJ 9689,1,1,18.27,0.1139,3.07,9.65,1.83,0.29,3836.0,0.59,0.05,30.6203,Neptune-like,Neptune-like
GJ 9827 b,GJ 9827,1,3,1.2089819,0.0188,1.577,4.91,6.93,0.0,4340.0,0.61,-0.26,29.661,Super-Earth,Super-Earth
GJ 9827 c,GJ 9827,1,3,3.6480957,0.03925,1.241,0.84,2.42,0.0,4340.0,0.61,-0.26,29.661,Terrestrial,Terrestrial
GJ 9827 d,GJ 9827,1,3,6.2014698,0.05591,2.022,4.04,2.69,0.0,4340.0,0.61,-0.26,29.661,Super-Earth,Super-Earth
GPX-1 b,GPX-1,1,1,1.744579,0.0338,16.477,6261.21962,8.222423,0.0,7000.0,1.68,0.35,655.013,Gas giant,Hot Jupiter
GQ Lup b,GQ Lup,1,1,,100.0,33.6,6356.0,0.921,,4360.0,0.7,-0.35,151.169,Gas giant,Gas giant
GSC 06214-00210 b,GSC 06214-00210,1,1,,320.0,20.176,5000.0,3.35,,4200.0,0.9,-0.06,108.5,Gas giant,Gas giant
GU Psc b,GU Psc,1,1,,2000.0,14.179,3591.3,6.92,,4031.81,0.33,0.1,47.5501,Gas giant,Gas giant
Gl 378 b,Gl 378,1,1,3.822,0.039435,3.66,13.02,1.46,0.109,3879.0,0.56,0.06,14.9545,Neptune-like,Hot Neptune
Gl 49 b,Gl 49,2,1,13.8508,0.0905,2.24,5.63,2.75,0.363,3805.0,0.52,0.13,9.8528,Super-Earth,Super-Earth
Gl 686 b,Gl 686,1,1,15.53,0.091,2.46,6.624,2.45,0.05,3656.0,0.43,-0.23,8.15728,Neptune-like,Neptune-like
HAT-P-1 b,HAT-P-1,2,1,4.46529976,0.05561,14.785,166.86075,0.282,0.0,5980.0,1.15,0.13,158.979,Gas giant,Hot Jupiter
HAT-P-11 b,HAT-P-11,1,2,4.88780244,0.05254,4.36,26.69772,1.68,0.218,4780.0,0.81,0.31,37.7647,Neptune-like,Neptune-like
HAT-P-11 c,HAT-P-11,1,2,3407.0,4.13,13.3,731.009,1.71,0.601,4780.0,0.81,0.31,37.7647,Gas giant,Gas giant
HAT-P-12 b,HAT-P-12,1,1,3.2130598,0.0384,10.749,67.059,0.3192,0.0,4650.0,0.73,-0.29,142.751,Gas giant,Hot Jupiter
HAT-P-13 b,HAT-P-13,1,2,2.91625,0.04383,14.258,270.462,0.362,0.0133,5653.0,1.32,0.46,246.81,Gas giant,Hot Jupiter
HAT-P-13 c,HAT-P-13,1,2,446.27,1.258,12.3,4538.421,13.4,0.6616,5653.0,1.32,0.46,246.81,Gas giant,Gas giant
HAT-P-14 b,HAT-P-14,2,1,4.62767,0.0596,15.917,1093.3352,1.56,0.11,6600.0,2.65,0.11,222.663,Gas giant,Hot Jupiter
HAT-P-15 b,HAT-P-15,1,1,10.8635,0.0965,11.882,616.5902,1.96,0.19,5568.0,1.0,0.22,192.516,Gas giant,Gas giant
HAT-P-16 b,HAT-P-16,3,1,2.77596,0.0413,14.448,1332.605,2.42,0.036,6158.0,1.22,0.17,226.637,Gas giant,Hot Jupiter
HAT-P-17 b,HAT-P-17,1,2,10.33852,0.0882,11.769,184.3414,0.64,0.35,5246.0,0.99,0.0,92.3831,Gas giant,Gas giant
HAT-P-17 c,HAT-P-17,1,2,5584.0,5.6,13.1,1080.6,2.64,0.39,5336.96,0.92,0.051,92.3831,Gas giant,Gas giant
HAT-P-18 b,HAT-P-18,1,1,5.508023,0.0559,11.153,62.61,0.25,0.084,4803.0,0.77,0.1,161.4,Gas giant,Hot Jupiter
HAT-P-19 b,HAT-P-19,1,1,4.008778,0.0466,12.689,92.802,0.25,0.067,4990.0,0.84,0.23,202.078,Gas giant,Hot Jupiter
HAT-P-2 b,HAT-P-2,1,1,5.6335158,0.06814,10.66,2765.121,7.29,0.5172,6380.0,1.33,0.18,127.774,Gas giant,Hot Jupiter
HAT-P-20 b,HAT-P-20,1,1,2.875317,0.0361,9.718,2302.899,13.78,0.015,4595.0,0.76,0.35,71.0374,Gas giant,Hot Jupiter
HAT-P-21 b,HAT-P-21,1,1,4.12448,0.0494,12.442,1547.8321,4.6,0.23,5588.0,1.24,0.01,277.278,Gas giant,Hot Jupiter
HAT-P-22 b,HAT-P-22,2,1,3.21222,0.0414,12.89,785.0401,2.14,0.02,5302.0,1.13,0.24,81.7647,Gas giant,Hot Jupiter
HAT-P-23 b,HAT-P-23,1,1,1.21288,0.0232,12.218,425.8922,1.406,0.11,5905.0,0.58,0.15,364.813,Gas giant,Hot Jupiter
HAT-P-24 b,HAT-P-24,2,1,3.35524,0.04651,14.572,238.3725,0.44,0.07,6373.0,1.37,-0.16,415.344,Gas giant,Hot Jupiter
HAT-P-25 b,HAT-P-25,1,1,3.65281514,0.0466,12.722,180.84527,0.483,0.023,5519.0,1.01,0.294,300.384,Gas giant,Hot Jupiter
HAT-P-26 b,HAT-P-26,1,1,4.23452,0.0479,7.062,22.2481,0.4,0.12,5079.0,1.12,-0.04,141.837,Neptune-like,Neptune-like
HAT-P-27 b,HAT-P-27,2,1,3.039577,0.04,11.43,197.05,0.76,0.0,5316.0,0.92,0.3,199.173,Gas giant,Hot Jupiter
HAT-P-28 b,HAT-P-28,1,1,3.257215,0.0434,13.585,198.953,0.44,0.051,5680.0,1.03,0.12,401.319,Gas giant,Hot Jupiter
HAT-P-29 b,HAT-P-29,2,1,5.72319,0.0667,13.115,279.6904,0.79,0.09,6087.0,1.45,0.21,313.576,Gas giant,Hot Jupiter
HAT-P-3 b,HAT-P-3,2,1,2.8997,0.03866,10.536,206.5895,0.855,0.0,5185.0,1.06,0.27,134.554,Gas giant,Hot Jupiter
HAT-P-30 b,HAT-P-30,2,1,2.8106,0.0419,16.141,263.7989,0.309,0.04,6304.0,1.55,0.13,213.985,Gas giant,Hot Jupiter
HAT-P-31 b,HAT-P-31,1,1,5.00542,0.061,12.218,721.4741,2.18,0.25,6065.0,1.31,0.15,344.05,Gas giant,Hot Jupiter
HAT-P-32 b,HAT-P-32,2,1,2.1500082,0.03397,22.194,216.1244,0.108,0.159,6001.0,1.13,-0.16,289.205,Gas giant,Hot Jupiter
HAT-P-33 b,HAT-P-33,2,1,3.47447,0.04995,20.737,292.4036,0.2,0.0,6446.0,1.82,0.05,396.11,Gas giant,Hot Jupiter
HAT-P-34 b,HAT-P-34,1,1,5.452654,0.06774,13.417,1058.3739,2.5,0.432,6442.0,1.39,0.22,249.325,Gas giant,Hot Jupiter
HAT-P-35 b,HAT-P-35,3,1,3.646706,0.04978,14.93,335.62848,0.55,0.02,6096.0,1.24,0.11,506.965,Gas giant,Hot Jupiter
HAT-P-36 b,HAT-P-36,1,1,1.32734683,0.0241,14.314,587.41341,1.175,0.063,5620.0,1.03,0.25,294.419,Gas giant,Hot Jupiter
HAT-P-37 b,HAT-P-37,1,1,2.797436,0.0379,13.204,371.528,0.89,0.058,5500.0,0.93,0.03,390.594,Gas giant,Hot Jupiter
HAT-P-38 b,HAT-P-38,1,1,4.640382,0.0523,9.247,84.857,0.59,0.067,5330.0,0.89,0.06,255.206,Gas giant,Hot Jupiter
HAT-P-39 b,HAT-P-39,2,1,3.54387,0.0509,17.609,190.372,0.19,0.0,6430.0,1.4,0.19,697.004,Gas giant,Hot Jupiter
HAT-P-4 b,HAT-P-4,2,1,3.056536,0.04438,14.28,213.255,0.403,0.0,5860.0,0.56,0.24,320.451,Gas giant,Hot Jupiter
HAT-P-40 b,HAT-P-40,1,1,4.45724,0.0608,17.038,152.5584,0.15,0.0,6080.0,1.03,0.22,464.469,Gas giant,Hot Jupiter
HAT-P-41 b,HAT-P-41,2,1,2.69405,0.04258,22.978,378.2177,0.204,0.0,6390.0,2.56,0.21,348.185,Gas giant,Hot Jupiter
HAT-P-42 b,HAT-P-42,1,1,4.641878,0.0575,14.348,331.801,0.61,0.0,5743.0,1.18,0.27,405.238,Gas giant,Hot Jupiter
HAT-P-43 b,HAT-P-43,1,1,3.3326414,0.0444,13.63,210.395,0.39,0.21,5693.0,1.03,0.2,528.825,Gas giant,Hot Jupiter
HAT-P-44 b,HAT-P-44,1,2,4.301219,0.0507,13.922,111.871,0.23,0.044,5295.0,0.94,0.33,347.85,Gas giant,Hot Jupiter
HAT-P-44 c,HAT-P-44,1,2,872.2,1.752,13.0,1271.3,3.18,0.494,5295.0,0.94,0.33,347.85,Gas giant,Gas giant
HAT-P-45 b,HAT-P-45,1,1,3.128992,0.0452,15.984,283.492,0.38,0.049,6330.0,1.26,0.07,298.64,Gas giant,Hot Jupiter
HAT-P-46 b,HAT-P-46,1,1,4.463129,0.0577,14.392,156.684,0.28,0.123,6120.0,1.28,0.3,290.736,Gas giant,Hot Jupiter
HAT-P-49 b,HAT-P-49,1,1,2.69155,0.04378,17.822,699.226,0.75,0.0,6820.0,2.22,0.07,350.351,Gas giant,Hot Jupiter
HAT-P-5 b,HAT-P-5,1,1,2.78849,0.04073,13.563,311.4734,0.642,0.0,5960.0,1.04,0.24,303.336,Gas giant,Hot Jupiter
HAT-P-50 b,HAT-P-50,1,1,3.1220109,0.0453,14.437,429.0705,0.78,0.115,6280.0,1.27,-0.18,515.458,Gas giant,Hot Jupiter
HAT-P-51 b,HAT-P-51,1,1,4.2180278,0.05069,14.493,98.20947,0.178,0.123,5449.0,0.98,0.27,440.089,Gas giant,Hot Jupiter
HAT-P-52 b,HAT-P-52,1,1,2.7535953,0.03694,11.31,259.98494,0.98,0.047,5131.0,0.89,0.28,361.155,Gas giant,Hot Jupiter
HAT-P-53 b,HAT-P-53,1,1,1.9616241,0.03159,14.773,471.65972,0.8,0.134,5956.0,1.09,0.0,666.802,Gas giant,Hot Jupiter
HAT-P-54 b,HAT-P-54,1,1,3.799847,0.04117,10.581,241.5508,1.118,0.074,4390.0,0.65,-0.127,143.651,Gas giant,Hot Jupiter
HAT-P-55 b,HAT-P-55,1,1,3.5852467,0.04604,13.249,184.97706,0.435,0.139,5808.0,1.01,-0.03,511.388,Gas giant,Hot Jupiter
HAT-P-56 b,HAT-P-56,1,1,2.79083,0.0423,16.926,734.1873,0.75,0.29,6566.0,1.42,0.0,320.639,Gas giant,Hot Jupiter
HAT-P-57 b,HAT-P-57,3,1,2.4653,0.0406,19.504,448.1403,0.332,0.0,6330.0,2.77,-0.25,279.86,Gas giant,Hot Jupiter
HAT-P-58 b,HAT-P-58,1,1,4.0138379,0.04994,14.93,118.23217,0.194,0.073,6078.0,1.03,-0.224,515.59,Gas giant,Hot Jupiter
HAT-P-59 b,HAT-P-59,1,1,4.1419771,0.05064,12.588,489.45575,1.347,0.03,5678.0,1.01,0.217,265.471,Gas giant,Hot Jupiter
HAT-P-6 b,HAT-P-6,1,1,3.85298,0.05239,16.589,419.5356,0.558,0.0,6570.0,1.79,-0.13,275.358,Gas giant,Hot Jupiter
HAT-P-60 b,HAT-P-60,1,1,4.7947813,0.06277,18.282,182.43351,0.164,0.25,6212.0,1.44,0.037,233.22,Gas giant,Hot Jupiter
HAT-P-61 b,HAT-P-61,1,1,1.90231289,0.0301,10.077,335.94463,1.8,0.113,5587.0,1.0,0.194,338.84,Gas giant,Hot Jupiter
HAT-P-62 b,HAT-P-62,1,1,2.6453235,0.03772,12.027,241.86742,0.77,0.101,5629.0,1.02,0.414,348.815,Gas giant,Hot Jupiter
HAT-P-63 b,HAT-P-63,1,1,3.377728,0.04294,12.543,195.14664,0.54,0.069,5400.0,0.93,0.251,4483.05,Gas giant,Hot Jupiter
HAT-P-64 b,HAT-P-64,1,1,4.007232,0.05387,19.089,184.34048,0.144,0.101,6457.0,1.3,-0.113,651.897,Gas giant,Hot Jupiter
HAT-P-65 b,HAT-P-65,1,1,2.6054552,0.03951,21.185,167.49641,0.096,0.304,5835.0,1.21,0.1,738.519,Gas giant,Hot Jupiter
HAT-P-66 b,HAT-P-66,1,1,2.972086,0.04363,17.822,248.86089,0.242,0.09,6002.0,1.25,0.035,935.456,Gas giant,Hot Jupiter
HAT-P-67 b,HAT-P-67,2,1,4.8101025,0.06505,23.371,108.0622,0.052,0.0,6406.0,1.64,-0.08,371.686,Gas giant,Hot Jupiter
HAT-P-68 b,HAT-P-68,1,1,2.29840551,0.02996,12.016,230.10892,0.727,0.041,4508.0,0.68,-0.059,202.152,Gas giant,Hot Jupiter
HAT-P-69 b,HAT-P-69,1,1,4.7869491,0.06555,18.786,1137.8314,1.02,0.0,7394.0,1.65,-0.069,341.263,Gas giant,Hot Jupiter
HAT-P-7 b,HAT-P-7,2,1,2.20474,0.03676,16.926,584.8072,0.712,0.0,6389.0,1.56,0.26,341.079,Gas giant,Hot Jupiter
HAT-P-70 b,HAT-P-70,1,1,2.74432452,0.04739,20.961,2154.8874,1.54,0.0,8450.0,1.89,-0.059,330.739,Gas giant,Hot Jupiter
HAT-P-8 b,HAT-P-8,3,1,3.07634,0.04496,15.693,406.8224,0.568,0.0,6200.0,1.27,0.01,211.553,Gas giant,Hot Jupiter
HAT-P-9 b,HAT-P-9,1,1,3.92281072,0.05287,15.614,238.05467,0.342,0.084,6350.0,1.28,0.12,455.203,Gas giant,Hot Jupiter
